# Time-averaged data for fix 3
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11] c_myRDF[12] c_myRDF[13]
200 100
93 9.25 0.926228 104.842 0.968372 53.3648 0 0 0.927481 54.2864 1.24249 1.00563 1.66105 1.0036
94 9.35 0.911998 107.808 0.90131 54.8752 0 0 0.928024 55.8427 1.30794 1.04949 1.85507 1.0658
95 9.45 0.917879 110.857 0.913131 56.4383 0 0 0.940025 57.4532 1.29425 1.09383 1.35419 1.1122
96 9.55 0.909246 113.942 0.901213 58.0139 0 0 0.925579 59.0725 1.20224 1.1359 1.59715 1.16807
97 9.65 0.897091 117.05 0.908655 59.636 0 0 0.91192 60.7016 1.21443 1.17929 1.52846 1.22267
98 9.75 0.887488 120.189 0.900725 61.2774 0 0 0.9056 62.3531 1.07739 1.21859 1.23748 1.26781
99 9.85 0.884551 123.381 0.881319 62.9164 0 0 0.920316 64.066 1.08705 1.25906 1.22616 1.31346
100 9.95 0.884223 126.638 0.937134 64.6951 0 0 0.894123 65.7642 1.0659 1.29955 1.02548 1.35241
4200 100
1 0.05 0 0 0 0 0 0 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0 0.27963 0.0038908 0 0 0 0
10 0.95 0 0 0 0 0 0 51.2883 0.894855 0 0 0 0
11 1.05 0 0 0 0 0 0 4.92299 0.999307 0 0 0 0
12 1.15 0 0 0 0 0 0 0.0272118 1 0 0 0 0
13 1.25 0 0 0 0 0 0 0 1 0 0 0 0
14 1.35 0.120983 0.00822069 0 0 0 0 0 1 0 0 0 0
15 1.45 3.80823 0.306957 0 0 0 0 0 1 0 0 0.580389 0.00047037
16 1.55 6.63911 0.901963 0 0 0 0 0.044508 1.00206 0 0 9.52574 0.00927037
17 1.65 0.712429 0.974357 0 0 0 0 0.625877 1.03485 0 0 16.5126 0.0265593
18 1.75 0.164487 0.993158 0 0 0 0 1.24751 1.10834 0 0 15.0444 0.0442778
19 1.85 0.310514 1.03282 0 0 0 0 1.77687 1.22533 0 0 10.1714 0.0576815
20 1.95 0.64458 1.12424 0 0 0 0 1.88556 1.36323 0 0 1.58071 0.06
21 2.05 1.13537 1.30223 0 0 0 0 1.39021 1.47561 0 0 0 0.06
22 2.15 1.54858 1.56924 0 0 0 0 1.10902 1.57419 0.0457648 8.20924e-05 0 0.06
23 2.25 1.73276 1.89645 0 0 0 0 0.607582 1.63336 0.542331 0.00113784 0 0.06
24 2.35 1.71065 2.24882 0.00244718 0.000259259 0 0 0.452706 1.68145 2.17158 0.00574838 0 0.06
25 2.45 1.64915 2.61801 0.0172209 0.00224444 0 0 0.351054 1.72198 6.59315 0.020966 0 0.06
26 2.55 1.45046 2.96981 0.209376 0.0284222 0 0 0.359501 1.76694 4.87037 0.0331558 0 0.06
27 2.65 1.41256 3.3398 1.62315 0.247533 0 0 0.35726 1.8152 1.53612 0.0373062 0 0.06
28 2.75 1.28566 3.70244 3.40107 0.741844 0 0 0.46896 1.8834 1.01883 0.0402673 0 0.06
29 2.85 1.18328 4.06086 3.9598 1.35999 0 0 0.748444 2.00033 0.379597 0.0414548 0 0.06
30 2.95 1.01274 4.3896 3.35376 1.92085 0 0 1.10351 2.18502 0.188194 0.0420867 0.00547072 0.0600185
31 3.05 0.924384 4.71028 2.35061 2.34105 0 0 1.45292 2.44499 0.291822 0.043131 0.255592 0.0609333
32 3.15 0.975151 5.07114 1.53781 2.63432 0 0 1.75545 2.77999 0.168273 0.0437724 0.894153 0.0643481
33 3.25 1.01631 5.47155 1.04761 2.84699 0 0 1.90813 3.16761 0.0783536 0.0440913 1.03013 0.0685333
34 3.35 1.12289 5.94153 0.761012 3.01112 0 0 1.81662 3.55969 0.197903 0.0449465 1.08265 0.0732037
35 3.45 1.28665 6.51277 0.650578 3.15995 0 0 1.79622 3.97086 0.312955 0.0463784 0.290944 0.074537
36 3.55 1.41044 7.17565 0.7314 3.33707 0 0 1.61137 4.36144 0.470715 0.0486579 0.347836 0.0762259
37 3.65 1.44061 7.89149 0.788665 3.539 0 0 1.55327 4.7594 0.332894 0.0503646 0.334312 0.077937
38 3.75 1.49028 8.67313 0.96355 3.79941 0 0 1.45453 5.15275 0.467218 0.0528923 0.178813 0.0789037
39 3.85 1.49336 9.49867 1.07872 4.10673 0 0 1.31075 5.52641 0.436776 0.0553818 0.239677 0.0802704
40 3.95 1.51152 10.3782 1.10164 4.43702 0 0 1.2225 5.89322 0.441303 0.0580317 0.100621 0.0808741
41 4.05 1.46202 11.2726 1.36673 4.8679 0 0 1.18396 6.26669 0.564751 0.061596 0.261225 0.0825222
42 4.15 1.42465 12.1877 1.50545 5.36617 0 0 1.15955 6.6508 0.398935 0.0642402 0.116411 0.0832926
43 4.25 1.34458 13.0935 1.3334 5.82896 0 0 1.21166 7.0717 0.423021 0.0671802 0.234369 0.0849222
44 4.35 1.27871 13.9959 1.38596 6.33301 0 0 1.21094 7.5124 0.466923 0.0705766 0.727976 0.0902259
45 4.45 1.30327 14.9584 1.27624 6.81867 0 0 1.29245 8.00462 0.506543 0.0744349 0.739506 0.0958593
46 4.55 1.22873 15.9071 1.33457 7.34965 0 0 1.3257 8.53244 0.463097 0.0781233 0.735753 0.101715
47 4.65 1.24661 16.9123 1.41166 7.9362 0 0 1.24568 9.05048 0.65651 0.0835834 0.623564 0.106904
48 4.75 1.29114 17.9989 1.32759 8.51183 0 0 1.24006 9.58853 0.61316 0.0889023 0.648358 0.112526
49 4.85 1.20977 19.0602 1.34884 9.12157 0 0 1.26638 10.1614 0.530433 0.0937018 0.189087 0.114233
50 4.95 1.25073 20.2032 1.20605 9.68956 0 0 1.28445 10.7667 0.631 0.0996506 0.334181 0.117385
51 5.05 1.24769 21.3899 1.1942 10.2748 0 0 1.2024 11.3564 0.488458 0.104443 0.437776 0.121678
52 5.15 1.23305 22.6095 1.22723 10.9002 0 0 1.19031 11.9636 0.957724 0.114215 0.512456 0.126911
53 5.25 1.17347 23.8158 1.34455 11.6123 0 0 1.21702 12.6086 0.702669 0.121663 0.909547 0.136548
54 5.35 1.16232 25.0566 1.23671 12.2926 0 0 1.16632 13.2506 0.856749 0.131098 0.844192 0.145837
55 5.45 1.13246 26.3109 1.16931 12.9601 0 0 1.16168 13.9142 0.816961 0.14043 1.11861 0.158626
56 5.55 1.11234 27.5888 1.16832 13.6516 0 0 1.16186 14.6024 0.65649 0.148204 0.967608 0.170089
57 5.65 1.11374 28.9147 0.988456 14.2579 0 0 1.12016 15.2901 0.749279 0.157404 0.726846 0.179011
58 5.75 1.04847 30.2076 0.938018 14.8539 0 0 1.08672 15.9811 0.978007 0.169845 1.01186 0.191881
59 5.85 1.05813 31.558 0.953938 15.4814 0 0 1.07438 16.6882 0.931528 0.182106 0.734623 0.201552
60 5.95 1.06552 32.9649 0.997219 16.1598 0 0 1.0143 17.3787 1.01134 0.19588 0.528063 0.208741
61 6.05 1.04267 34.3882 0.995321 16.8599 0 0 0.997959 18.0812 1.06066 0.210809 0.885243 0.221204
62 6.15 1.03903 35.8539 0.910593 17.5217 0 0 1.00193 18.81 1.04452 0.225998 0.933185 0.234785
63 6.25 1.00994 37.3252 0.930265 18.2201 0 0 0.96441 19.5345 0.970029 0.240573 0.754306 0.246119
64 6.35 1.0166 38.854 0.934241 18.9439 0 0 0.983312 20.2971 0.818552 0.253267 1.26075 0.265663
65 6.45 1.01987 40.4363 0.934992 19.6916 0 0 0.987288 21.087 0.83695 0.266663 1.20608 0.284963
66 6.55 0.993103 42.0253 1.02122 20.5335 0 0 1.00454 21.9158 0.813667 0.28008 1.16271 0.304144
67 6.65 1.01195 43.6943 1.0445 21.4212 0 0 0.958539 22.7309 0.707541 0.292113 0.846318 0.318544
68 6.75 1.03441 45.4519 1.06041 22.3496 0 0 0.954346 23.5672 0.670664 0.303874 1.50812 0.344981
69 6.85 1.02112 47.2387 1.01362 23.2637 0 0 0.971481 24.4439 0.878539 0.319731 1.30169 0.368463
70 6.95 0.992691 49.0271 1.00164 24.1934 0 0 0.995086 25.3683 0.787531 0.334359 1.16842 0.390167
71 7.05 1.02025 50.9183 1.03155 25.1787 0 0 0.984615 26.3094 0.770942 0.349101 0.464437 0.399052
72 7.15 1.01608 52.8556 0.962528 26.1243 0 0 1.01534 27.3076 0.739673 0.363645 0.440988 0.407726
73 7.25 1.03529 54.8851 1.03809 27.1728 0 0 1.01824 28.3369 0.767103 0.37915 0.581783 0.419485
74 7.35 1.02759 56.9553 1.04389 28.2566 0 0 1.04781 29.4255 0.832766 0.396459 0.74671 0.435
75 7.45 1.03136 59.0902 1.04839 29.3748 0 0 1.04076 30.5364 0.789565 0.413318 0.378868 0.443089
76 7.55 1.01991 61.2585 0.992466 30.462 0 0 1.06028 31.6987 0.862609 0.432232 0.519789 0.454478
77 7.65 0.995427 63.4311 0.952243 31.5329 0 0 1.05611 32.8873 0.708581 0.448171 0.584618 0.467641
78 7.75 0.965865 65.5947 0.974052 32.6571 0 0 1.05841 34.1099 0.78354 0.466283 0.629596 0.482189
79 7.85 0.957766 67.7958 1.00874 33.8517 0 0 1.0277 35.3277 0.919747 0.488083 0.549674 0.495226
80 7.95 0.969979 70.0822 1.0234 35.0948 0 0 1.01418 36.5605 0.967407 0.511611 0.908901 0.517311
81 8.05 0.980709 72.4523 1.05494 36.4084 0 0 0.985341 37.7884 1.01644 0.536938 0.926688 0.540411
82 8.15 0.988932 74.902 1.04289 37.7396 0 0 0.990681 39.0539 1.2084 0.567814 0.918552 0.563881
83 8.25 0.967521 77.358 1.02477 39.0799 0 0 0.976706 40.3323 1.06452 0.595685 0.961262 0.589048
84 8.35 0.980609 79.9077 0.979701 40.3925 0 0 0.973203 41.6372 1.49679 0.63583 1.09198 0.618341
85 8.45 0.967915 82.4852 0.94422 41.6881 0 0 0.946825 42.9373 1.63589 0.680748 1.41231 0.657126
86 8.55 0.96796 85.1241 0.936578 43.0039 0 0 0.925434 44.2384 1.41355 0.720494 1.52295 0.699948
87 8.65 0.9625 87.81 1.02911 44.4836 0 0 0.94539 45.5988 1.46578 0.76268 1.328 0.738163
88 8.75 0.976408 90.5981 0.993999 45.9461 0 0 0.948685 46.9956 1.3639 0.802835 1.41177 0.77973
89 8.85 0.97395 93.4429 0.955126 47.3836 0 0 0.918572 48.3792 1.29031 0.841691 1.41118 0.822241
90 8.95 0.9502 96.2815 0.925079 48.8076 0 0 0.95412 49.849 1.26434 0.880651 1.13136 0.857107
91 9.05 0.941438 99.1571 0.959433 50.3177 0 0 0.932105 51.3171 1.2467 0.919918 1.56406 0.906381
92 9.15 0.926698 102.051 0.941099 51.8319 0 0 0.932699 52.8189 1.34714 0.96331 1.46389 0.953522
93 9.25 0.91838 104.981 0.96111 53.4121 0 0 0.93213 54.3526 1.26313 1.00487 1.58353 1.00563
94 9.35 0.923876 107.993 0.920028 54.9578 0 0 0.927913 55.9127 1.14894 1.0435 1.53836 1.05735
95 9.45 0.926418 111.079 0.904422 56.5099 0 0 0.940668 57.5282 1.15415 1.08314 1.57572 1.11147
96 9.55 0.906414 114.162 0.909175 58.1034 0 0 0.937073 59.1718 1.11749 1.12234 1.34306 1.15859
97 9.65 0.886785 117.241 0.918252 59.7466 0 0 0.916406 60.8129 1.2749 1.168 1.35714 1.20717
98 9.75 0.872526 120.335 0.892692 61.3774 0 0 0.904964 62.4673 1.2076 1.21215 1.23134 1.2522
99 9.85 0.889221 123.552 0.906915 63.0685 0 0 0.907241 64.16 1.12532 1.25415 1.26637 1.29946
100 9.95 0.888155 126.832 0.929658 64.837 0 0 0.90951 65.8917 1.15329 1.29807 1.12321 1.34221
4400 100
1 0.05 0 0 0 0 0 0 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0 0.290483 0.00412562 0 0 0 0
10 0.95 0 0 0 0 0 0 49.6564 0.884586 0 0 0 0
11 1.05 0 0 0 0 0 0 5.30684 0.999507 0 0 0 0
12 1.15 0 0 0 0 0 0 0.0189653 1 0 0 0 0
13 1.25 0 0 0 0 0 0 0 1 0 0 0 0
14 1.35 0.132511 0.00919435 0 0 0 0 0 1 0 0 0 0
15 1.45 3.44638 0.285082 0 0 0 0 0 1 0 0 0.436448 0.000359259
16 1.55 6.65677 0.894101 0 0 0 0 0.084363 1.00398 0 0 3.41891 0.00357778
17 1.65 0.764483 0.973333 0 0 0 0 0.739073 1.04349 0 0 10.945 0.0152741
18 1.75 0.186278 0.995048 0 0 0 0 1.44386 1.13032 0 0 12.3973 0.0301852
19 1.85 0.357506 1.04162 0 0 0 0 1.78079 1.24997 0 0 14.0736 0.0491
20 1.95 0.683949 1.14067 0 0 0 0 1.71615 1.37809 0 0 6.41397 0.0586815
21 2.05 1.20022 1.33268 0 0 0 0 1.40856 1.4943 0 0 0.796576 0.06
22 2.15 1.5621 1.60762 0 0 0 0 0.913083 1.57715 0.0412139 7.44559e-05 0 0.06
23 2.25 1.74523 1.94401 0 0 0 0 0.63054 1.63982 0.28817 0.000645284 0 0.06
24 2.35 1.68381 2.29801 0 0 0 0 0.456833 1.68935 1.55133 0.00400916 0 0.06
25 2.45 1.61337 2.66673 0.0342895 0.00404444 0 0 0.345204 1.73003 4.53127 0.0146888 0 0.06
26 2.55 1.39593 3.01223 0.266191 0.0379926 0 0 0.391432 1.78 6.47573 0.0312199 0 0.06
27 2.65 1.35485 3.37442 1.97589 0.310207 0 0 0.347591 1.82792 2.59061 0.0383677 0 0.06
28 2.75 1.25756 3.73644 3.4301 0.819074 0 0 0.47403 1.89829 0.681358 0.0403914 0 0.06
29 2.85 1.10654 4.07863 3.77251 1.42014 0 0 0.740147 2.0163 0.504426 0.0419989 0.0462842 0.0601481
30 2.95 1.02997 4.41985 2.98536 1.92973 0 0 1.07214 2.19946 0.346952 0.0431825 0.307652 0.0612
31 3.05 0.956858 4.75873 2.34037 2.3568 0 0 1.54144 2.48096 0.172378 0.0438125 0.465671 0.0629
32 3.15 0.928984 5.1096 1.4978 2.6483 0 0 1.79412 2.83043 0.104045 0.0442173 0.650207 0.0654333
33 3.25 0.973251 5.50094 1.08799 2.87371 0 0 1.86621 3.21738 0.137622 0.0447881 1.06744 0.0698593
34 3.35 1.17387 6.00242 0.745034 3.03774 0 0 1.79283 3.61234 0.286752 0.0460519 0.904203 0.0738444
35 3.45 1.27056 6.57809 0.783951 3.22078 0 0 1.69498 4.00832 0.241149 0.0471802 0.550116 0.0764148
36 3.55 1.33358 7.21785 0.641054 3.37927 0 0 1.66645 4.4206 0.350357 0.0489118 0.33995 0.0780963
37 3.65 1.47219 7.96452 0.842398 3.59941 0 0 1.53401 4.82176 0.262604 0.0502845 0.250002 0.0794037
38 3.75 1.57082 8.80543 0.878797 3.84179 0 0 1.37898 5.20242 0.592175 0.0535548 0.186284 0.0804333
39 3.85 1.53056 9.66915 1.15936 4.17888 0 0 1.27916 5.5746 0.302618 0.0553169 0.129348 0.0811852
40 3.95 1.45761 10.5348 1.16208 4.53458 0 0 1.23128 5.95172 0.577704 0.0588526 0.264254 0.0828037
41 4.05 1.41068 11.4155 1.46917 5.00728 0 0 1.18147 6.33212 0.692965 0.0633181 0.106954 0.0834926
42 4.15 1.36816 12.3125 1.39365 5.47804 0 0 1.18986 6.73437 0.709561 0.0681157 0.124791 0.084337
43 4.25 1.30548 13.2101 1.30064 5.93887 0 0 1.2159 7.16549 0.287906 0.0701585 0.669658 0.0890889
44 4.35 1.29621 14.1437 1.38386 6.45246 0 0 1.25494 7.63161 0.370577 0.0729133 0.890258 0.0957037
45 4.45 1.26653 15.0985 1.35959 6.9806 0 0 1.26146 8.12198 0.51287 0.0768977 0.869545 0.102463
46 4.55 1.23313 16.0704 1.35141 7.52939 0 0 1.27441 8.63983 0.574543 0.0815693 0.442552 0.106059
47 4.65 1.25151 17.1004 1.32822 8.09266 0 0 1.2889 9.18687 0.660478 0.0871764 0.683541 0.111859
48 4.75 1.26411 18.1861 1.34011 8.68583 0 0 1.24226 9.73708 0.563904 0.0921707 0.264964 0.114204
49 4.85 1.28762 19.3391 1.31457 9.29232 0 0 1.28025 10.3282 0.610122 0.0978045 0.229903 0.11633
50 4.95 1.285 20.5376 1.27911 9.90708 0 0 1.23126 10.9204 0.710205 0.104639 0.429599 0.120463
51 5.05 1.23214 21.7338 1.14459 10.4796 0 0 1.19362 11.5179 0.792674 0.112579 0.559052 0.126059
52 5.15 1.2119 22.9574 1.15798 11.082 0 0 1.22311 12.1547 0.819113 0.121105 0.504525 0.131311
53 5.25 1.18735 24.2032 1.21055 11.7364 0 0 1.17888 12.7925 0.741151 0.129126 0.686835 0.138744
54 5.35 1.12575 25.4297 1.20804 12.4146 0 0 1.16393 13.4465 0.740043 0.137436 0.798824 0.147722
55 5.45 1.08708 26.6588 1.25447 13.1455 0 0 1.16188 14.1239 0.785667 0.146602 1.22677 0.162022
56 5.55 1.10719 27.957 1.02006 13.7617 0 0 1.10638 14.7928 0.758912 0.155779 1.11477 0.175507
57 5.65 1.09196 29.2839 1.01174 14.3952 0 0 1.14287 15.5089 0.748949 0.165166 0.681525 0.184048
58 5.75 1.07014 30.6307 0.970737 15.0248 0 0 1.03558 16.181 0.875119 0.176523 0.973006 0.196674
59 5.85 1.05886 32.0102 1.01585 15.7067 0 0 1.0376 16.878 1.00596 0.190038 0.79856 0.207407
60 5.95 1.06721 33.4484 0.959565 16.373 0 0 0.992824 17.568 1.0242 0.204271 0.537474 0.214878
61 6.05 1.04293 34.9015 0.985008 17.0802 0 0 1.01702 18.2987 0.998214 0.218616 0.823374 0.226711
62 6.15 1.0185 36.3678 0.920147 17.7629 0 0 0.984213 19.0294 0.955675 0.232806 1.13826 0.243607
63 6.25 1.00259 37.8586 0.929661 18.4751 0 0 1.00024 19.7963 0.96872 0.247661 0.714649 0.254567
64 6.35 1.02453 39.4312 0.939589 19.2184 0 0 1.00044 20.5881 0.723334 0.25911 0.89652 0.268756
65 6.45 0.982338 40.9868 0.998234 20.0329 0 0 0.987667 21.3947 0.796027 0.27211 1.27246 0.289541
66 6.55 1.01579 42.6458 1.05944 20.9245 0 0 0.990296 22.2287 0.80571 0.285683 1.09909 0.308052
67 6.65 1.00097 44.3307 0.993644 21.7863 0 0 0.975935 23.0758 0.65429 0.297041 1.157 0.328144
68 6.75 1.00315 46.0706 1.01567 22.694 0 0 0.974923 23.9478 0.758296 0.310605 1.33939 0.352093
69 6.85 1.00059 47.8578 1.05289 23.6631 0 0 0.976399 24.8471 0.751253 0.324439 1.10371 0.372422
70 6.95 1.0095 49.7139 1.00089 24.6113 0 0 0.996857 25.7922 0.765063 0.338948 0.90678 0.389615
71 7.05 1.02231 51.6481 1.039 25.6242 0 0 1.00191 26.7697 0.82316 0.355008 0.775743 0.404759
72 7.15 1.04669 53.685 0.998409 26.6255 0 0 1.0086 27.7818 0.834081 0.371754 0.623047 0.417267
73 7.25 1.02812 55.742 1.00408 27.6606 0 0 0.997842 28.8114 0.835727 0.389003 0.542968 0.42847
74 7.35 1.0399 57.8806 1.05859 28.7823 0 0 1.03138 29.905 0.915483 0.408415 0.53931 0.439904
75 7.45 1.02164 60.039 1.0008 29.8717 0 0 1.04224 31.0405 0.767035 0.425128 0.446427 0.44963
76 7.55 1.01453 62.2404 1.019 31.0111 0 0 1.06482 32.2319 0.812829 0.443316 0.546579 0.461863
77 7.65 1.0088 64.4877 0.947902 32.0992 0 0 1.05008 33.4381 0.815597 0.462062 0.613477 0.475959
78 7.75 0.977872 66.7234 0.925442 33.1895 0 0 1.03886 34.6629 0.896448 0.483205 0.749404 0.493633
79 7.85 0.961319 68.9784 1.07273 34.4861 0 0 1.01642 35.8923 0.994517 0.507257 0.698223 0.510526
80 7.95 0.95887 71.2853 1.0534 35.792 0 0 0.994382 37.126 1.0233 0.532646 0.886488 0.532519
81 8.05 0.971713 73.6822 1.00668 37.0715 0 0 1.00538 38.4048 1.08626 0.560286 0.727791 0.551033
82 8.15 0.957071 76.1021 1.04176 38.4287 0 0 0.982094 39.6853 1.20209 0.591632 1.1432 0.580852
83 8.25 0.988012 78.6619 0.970281 39.724 0 0 0.978011 40.9919 1.30732 0.626565 1.21794 0.613404
84 8.35 0.972648 81.2434 0.974375 41.0566 0 0 0.966974 42.3153 1.42892 0.66568 1.23247 0.647133
85 8.45 0.982443 83.9137 0.935304 42.3665 0 0 0.953386 43.6516 1.56399 0.709507 1.42358 0.687041
86 8.55 0.968794 86.6096 0.975936 43.7658 0 0 0.953017 45.0191 1.47035 0.751701 1.43482 0.728215
87 8.65 0.965852 89.3605 1.02129 45.2646 0 0 0.937364 46.3957 1.35105 0.791396 1.33848 0.767526
88 8.75 0.960602 92.1598 0.941892 46.6791 0 0 0.934584 47.8003 1.25961 0.829257 1.16856 0.802648
89 8.85 0.952633 94.9999 0.93961 48.1226 0 0 0.930634 49.231 1.09064 0.86278 1.34904 0.84413
90 8.95 0.954977 97.9118 0.951791 49.618 0 0 0.934322 50.7001 1.12275 0.898085 1.32409 0.88577
91 9.05 0.930192 100.812 0.966875 51.1712 0 0 0.931938 52.1983 1.23003 0.937635 1.60148 0.937263
92 9.15 0.937716 103.8 0.959833 52.7474 0 0 0.934145 53.7335 1.24405 0.978513 1.23847 0.977956
93 9.25 0.901368 106.736 0.948804 54.3398 0 0 0.928517 55.2929 1.26186 1.0209 1.73006 1.03608
94 9.35 0.916039 109.784 0.912198 55.904 0 0 0.930701 56.89 1.14645 1.06026 1.5015 1.08761
95 9.45 0.921069 112.915 0.924577 57.5235 0 0 0.934618 58.5283 1.13621 1.10009 1.53122 1.14129
96 9.55 0.904039 116.054 0.929058 59.1856 0 0 0.934465 60.2011 1.18426 1.14249 1.04662 1.17874
97 9.65 0.907387 119.27 0.909273 60.8464 0 0 0.912617 61.8693 1.17855 1.18558 1.18069 1.22191
98 9.75 0.884166 122.47 0.883146 62.493 0 0 0.906825 63.5614 1.17246 1.22933 1.11677 1.26358
99 9.85 0.883059 125.731 0.900233 64.2061 0 0 0.894475 65.2649 1.2003 1.27505 1.16512 1.30795
100 9.95 0.891908 129.093 0.941455 66.0343 0 0 0.901776 67.0173 1.23206 1.32293 1.07427 1.3497
4600 100
1 0.05 0 0 0 0 0 0 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0 0.3303 0.00475754 0 0 0 0
10 0.95 0 0 0 0 0 0 49.0273 0.886018 0 0 0 0
11 1.05 0 0 0 0 0 0 5.18088 0.999796 0 0 0 0
12 1.15 0 0 0 0 0 0 0.0077826 1 0 0 0 0
13 1.25 0 0 0 0 0 0 0 1 0 0 0 0
14 1.35 0.130742 0.00920199 0 0 0 0 0 1 0 0 0 0
15 1.45 3.65594 0.305869 0 0 0 0 0 1 0 0 0 0
16 1.55 6.29625 0.889901 0 0 0 0 0.0599513 1.00287 0 0 0.125055 0.000118519
17 1.65 0.78114 0.971966 0 0 0 0 0.71851 1.04183 0 0 3.01494 0.00337037
18 1.75 0.128479 0.987174 0 0 0 0 1.48129 1.13212 0 0 11.1214 0.0169296
19 1.85 0.317237 1.02909 0 0 0 0 1.71952 1.24928 0 0 17.5888 0.0408926
20 1.95 0.761565 1.14089 0 0 0 0 1.68038 1.37644 0 0 10.2857 0.0564815
21 2.05 1.1736 1.33127 0 0 0 0 1.36109 1.49029 0 0 2.0828 0.059963
22 2.15 1.58623 1.61431 0 0 0 0 0.997014 1.58203 0 0 0.020188 0.06
23 2.25 1.67856 1.94226 0 0 0 0 0.626574 1.64515 0.0589733 0.000118366 0 0.06
24 2.35 1.65577 2.29519 0 0 0 0 0.501813 1.7003 0.686158 0.00162276 0 0.06
25 2.45 1.57244 2.6594 0.0298141 0.00356296 0 0 0.315156 1.73795 4.15507 0.0115445 0 0.06
26 2.55 1.39935 3.01063 0.271038 0.0386148 0 0 0.334036 1.78116 6.64757 0.0287591 0 0.06
27 2.65 1.38069 3.38491 1.9427 0.310059 0 0 0.378296 1.83404 3.49553 0.0385262 0.048447 0.060137
28 2.75 1.18095 3.72965 3.44169 0.827652 0 0 0.472825 1.90523 1.11009 0.0418748 0.1254 0.0605148
29 2.85 1.14287 4.08787 3.58092 1.40606 0 0 0.73838 2.0246 0.348409 0.0429973 0.0704805 0.0607407
30 2.95 1.0269 4.43281 3.11216 1.9447 0 0 1.03871 2.20457 0.126623 0.0434364 0.419047 0.0621926
31 3.05 0.974543 4.78275 2.29464 2.36919 0 0 1.54675 2.49089 0.204443 0.0441963 0.18111 0.062863
32 3.15 1.00064 5.16604 1.41709 2.64871 0 0 1.80128 2.84663 0.130889 0.0447136 1.12323 0.0673
33 3.25 0.965006 5.55942 1.06704 2.87288 0 0 1.88624 3.24309 0.254255 0.0457808 0.868222 0.0709593
34 3.35 1.12759 6.04774 0.893107 3.07221 0 0 1.7404 3.63179 0.287566 0.0470657 0.81995 0.0746111
35 3.45 1.24554 6.61993 0.707913 3.23979 0 0 1.73216 4.04217 0.22465 0.0481291 0.628962 0.0775926
36 3.55 1.33676 7.27024 0.79215 3.43836 0 0 1.60072 4.44367 0.253475 0.0494024 0.390949 0.0795556
37 3.65 1.44784 8.0147 0.768953 3.64203 0 0 1.5319 4.84981 0.268342 0.0508267 0.0845202 0.08
38 3.75 1.57223 8.86782 0.89638 3.89283 0 0 1.41727 5.24649 0.562545 0.0539767 0.132347 0.0807407
39 3.85 1.54296 9.75036 1.06397 4.20643 0 0 1.29602 5.62877 0.454054 0.0566552 0.125561 0.0814815
40 3.95 1.41196 10.6007 1.24603 4.59302 0 0 1.21564 6.00621 0.581415 0.0602654 0.337544 0.0835778
41 4.05 1.35675 11.4597 1.35877 5.03619 0 0 1.18076 6.39165 0.541289 0.0637992 0.16422 0.0846519
42 4.15 1.38775 12.3819 1.44725 5.53191 0 0 1.18818 6.79893 0.795032 0.0692478 0.208082 0.0860815
43 4.25 1.33208 13.3106 1.32345 6.00726 0 0 1.18011 7.22305 0.592948 0.0735128 0.90919 0.0926222
44 4.35 1.25771 14.2291 1.34385 6.51301 0 0 1.20191 7.67562 0.29586 0.0757388 1.03182 0.100393
45 4.45 1.2392 15.176 1.40276 7.06536 0 0 1.2672 8.17502 0.430304 0.0791333 0.706216 0.105956
46 4.55 1.23339 16.1613 1.35033 7.62136 0 0 1.27574 8.7007 0.688189 0.0848053 0.497861 0.110059
47 4.65 1.24132 17.1971 1.32473 8.19104 0 0 1.27073 9.24744 0.757949 0.0913249 0.314485 0.112759
