# Time-averaged data for fix 3
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11] c_myRDF[12] c_myRDF[13]
200 100
24 2.35 1.49391 1.91784 0.151116 0.0704741 0 0 0.874209 1.68311 1.68135 0.00771859 0 0.06
25 2.45 1.68309 2.30012 0.207096 0.0946815 0 0 0.592843 1.75081 1.48215 0.0114357 1.85424 0.0650333
26 2.55 1.80306 2.73444 0.28331 0.130593 0 0 0.542841 1.81729 2.6146 0.017688 1.1615 0.0681778
27 2.65 1.93715 3.23916 0.626666 0.223378 0 0 0.569484 1.89476 4.28461 0.0286732 0.938872 0.0707296
28 2.75 1.7246 3.72137 1.74084 0.507496 0 0 0.612649 1.98518 3.01264 0.0370809 0.932637 0.0732778
29 2.85 1.46832 4.15598 2.43347 0.919748 0 0 0.663556 2.09331 2.01997 0.0433257 1.01947 0.0760926
30 2.95 1.27546 4.55729 3.14117 1.45508 0 0 0.735442 2.21985 1.58414 0.0491543 1.28316 0.0797148
31 3.05 1.12299 4.93528 3.40478 2.04397 0 0 1.24513 2.45157 2.39177 0.0587381 0.0954436 0.08
32 3.15 1.12402 5.35193 2.78268 2.55137 0 0 1.41378 2.73268 2.01018 0.0666438 1.15142 0.0851593
33 3.25 1.06149 5.77158 2.22972 2.97719 0 0 1.81556 3.11444 2.13803 0.0748129 0.885688 0.0890074
34 3.35 1.16073 6.26261 1.57944 3.30661 0 0 2.22126 3.60293 2.31653 0.0836121 0.804222 0.0923815
35 3.45 1.26002 6.83196 1.24889 3.59464 0 0 2.23068 4.11113 1.17597 0.0882799 1.2002 0.0972222
36 3.55 1.33339 7.46947 1.18989 3.88916 0 0 2.10547 4.61658 0.668342 0.0916571 0.680471 0.1
37 3.65 1.42025 8.1845 1.33922 4.23677 0 0 1.82566 5.07423 0.602688 0.0946697 0.198091 0.101222
38 3.75 1.51374 8.98448 1.30873 4.58834 0 0 1.63662 5.50464 0.549893 0.0974131 1.35352 0.109811
39 3.85 1.56625 9.8512 1.25426 4.94212 0 0 1.4543 5.91101 0.523609 0.100727 0.991945 0.115956
40 3.95 1.47144 10.7031 1.20121 5.29212 0 0 1.26985 6.28739 0.788849 0.105777 1.4859 0.125622
41 4.05 1.42193 11.5683 1.02678 5.60664 0 0 1.14026 6.65055 1.38407 0.114853 1.38049 0.134256
42 4.15 1.45007 12.5052 0.913494 5.905 0 0 1.18791 7.05359 1.28448 0.123072 1.98474 0.146619
43 4.25 1.44196 13.4851 0.926334 6.2343 0 0 1.18653 7.47057 0.805266 0.128442 1.66399 0.157644
44 4.35 1.35687 14.444 1.02383 6.61673 0 0 1.19439 7.90773 0.5882 0.132511 1.08651 0.16507
45 4.45 1.33543 15.4305 1.04959 7.03147 0 0 1.1962 8.36677 0.570961 0.136562 0.817658 0.170696
46 4.55 1.29717 16.4365 1.26715 7.55339 0 0 1.27815 8.87646 0.700611 0.142174 0.34304 0.173263
47 4.65 1.28484 17.4733 1.36469 8.14289 0 0 1.27565 9.40317 0.726255 0.148452 0.747694 0.179456
48 4.75 1.23957 18.5107 1.49141 8.80073 0 0 1.30856 9.96418 0.714714 0.154565 1.33244 0.191744
49 4.85 1.24424 19.5993 1.53059 9.49639 0 0 1.26558 10.5357 0.659155 0.16041 0.843149 0.200259
50 4.95 1.24968 20.7414 1.5198 10.207 0 0 1.22153 11.1164 0.801745 0.167875 0.717671 0.207356
51 5.05 1.25743 21.9364 1.54974 10.9515 0 0 1.18977 11.6998 0.778529 0.175571 0.681994 0.213944
52 5.15 1.198 23.1177 1.3338 11.6175 0 0 1.17601 12.3004 0.539575 0.181607 0.766278 0.221189
53 5.25 1.15081 24.2939 1.32014 12.3029 0 0 1.23986 12.959 0.708065 0.189828 1.07793 0.231141
54 5.35 1.17069 25.5406 1.14014 12.916 0 0 1.24124 13.6401 0.879547 0.200082 0.93361 0.239811
55 5.45 1.21463 26.8859 1.16401 13.5726 0 0 1.19268 14.3225 1.08052 0.212847 0.0197411 0.24
56 5.55 1.18376 28.249 1.11785 14.2283 0 0 1.2034 15.0366 1.16072 0.226732 0.00103411 0.240015
57 5.65 1.09934 29.5626 1.05469 14.8788 0 0 1.16785 15.7515 1.24269 0.241909 0.299961 0.244393
58 5.75 1.09095 30.9111 0.988414 15.5061 0 0 1.13203 16.4665 0.858894 0.252673 0.431705 0.250744
59 5.85 1.12551 32.336 1.01792 16.1771 0 0 1.13549 17.2124 0.785272 0.262553 0.493485 0.258044
60 5.95 1.12287 33.8037 0.981867 16.8452 0 0 1.07872 17.9466 0.854004 0.273139 0.487651 0.265267
61 6.05 1.13198 35.3539 0.917694 17.493 0 0 1.05482 18.6917 0.780594 0.283154 0.611979 0.274467
62 6.15 1.08767 36.9044 1.00364 18.2142 0 0 1.03919 19.4464 0.701081 0.292465 0.55806 0.282548
63 6.25 1.04834 38.4471 0.981119 18.9557 0 0 1.0177 20.2133 0.591931 0.300714 0.851641 0.295448
64 6.35 1.06303 40.0517 0.983976 19.7224 0 0 0.995109 20.9891 0.374933 0.306254 1.44206 0.3183
65 6.45 1.05491 41.6945 0.943916 20.4882 0 0 0.998612 21.7885 0.286834 0.311365 0.740579 0.330656
66 6.55 1.06507 43.3979 1.00788 21.3269 0 0 1.07145 22.6767 0.25163 0.315893 0.882279 0.345619
67 6.65 1.07571 45.1649 1.03476 22.2167 0 0 1.08056 23.5967 0.509856 0.325615 0.835424 0.359404
68 6.75 1.04273 46.9326 1.00704 23.1137 0 0 1.00377 24.4752 0.756557 0.340313 0.75483 0.371919
69 6.85 1.04188 48.7558 1.07701 24.1065 0 0 0.986376 25.3697 0.73037 0.354401 0.677593 0.3842
70 6.95 0.996874 50.5492 1.12027 25.1524 0 0 1.01014 26.3148 0.70701 0.368358 0.948084 0.402089
71 7.05 0.996762 52.4041 1.08585 26.1804 0 0 1.01614 27.2924 0.754147 0.383278 1.28867 0.425752
72 7.15 0.999928 54.3194 1.05602 27.2169 0 0 1.02463 28.3015 1.1069 0.406048 1.04383 0.446348
73 7.25 1.01217 56.3053 1.04244 28.2723 0 0 1.04404 29.3575 1.27238 0.431585 0.676061 0.460989
74 7.35 1.01994 58.3708 1.09723 29.405 0 0 1.03768 30.4345 1.24245 0.457585 0.840047 0.479019
75 7.45 1.00245 60.4549 1.08459 30.5609 0 0 1.03538 31.541 1.18372 0.482774 0.789145 0.49667
76 7.55 0.990739 62.5682 1.06774 31.7333 0 0 1.03119 32.6769 1.15034 0.507721 0.89507 0.517359
77 7.65 0.986961 64.7202 1.0586 32.9121 0 0 1.0115 33.8192 1.20494 0.535277 0.968956 0.539341
78 7.75 0.992149 66.9472 0.956999 34.0112 0 0 0.997649 34.9734 1.11989 0.561071 1.19193 0.566704
79 7.85 0.97533 69.1841 0.9881 35.1814 0 0 1.00745 36.1677 0.908327 0.582352 1.1069 0.592726
80 7.95 0.977907 71.4869 0.946254 36.3391 0 0 1.00104 37.3851 0.94048 0.605517 0.952435 0.614911
81 8.05 0.974395 73.8402 0.990229 37.574 0 0 0.998826 38.6268 1.10827 0.633538 0.866836 0.636237
82 8.15 0.989287 76.2943 1.01336 38.8651 0 0 0.971371 39.8658 1.20686 0.664843 1.02876 0.662974
83 8.25 0.966996 78.7559 0.95749 40.1171 0 0 0.982913 41.1566 1.16423 0.696359 1.06553 0.691548
84 8.35 0.965406 81.2733 0.960405 41.3894 0 0 0.962736 42.4458 1.52166 0.739007 1.1344 0.722078
85 8.45 0.977332 83.8883 0.97002 42.7238 0 0 0.957721 43.7636 1.48069 0.779336 1.1131 0.75343
86 8.55 0.95508 86.5021 0.951502 44.0673 0 0 0.946387 45.093 1.1916 0.813188 1.18009 0.78807
87 8.65 0.959003 89.18 0.908594 45.3906 0 0 0.937946 46.4415 1.1455 0.847224 1.19616 0.823356
88 8.75 0.950977 91.8877 0.934238 46.7777 0 0 0.934667 47.8158 1.05014 0.877589 1.25187 0.860667
89 8.85 0.93718 94.6132 0.947223 48.2025 0 0 0.955736 49.257 1.1055 0.910367 0.988758 0.891207
90 8.95 0.935574 97.4094 0.927899 49.6245 0 0 0.940349 50.7081 1.27524 0.94916 1.03672 0.924074
91 9.05 0.9277 100.25 0.956117 51.1235 0 0 0.920014 52.1625 1.12317 0.983839 1.17721 0.960896
92 9.15 0.913584 103.109 0.889886 52.5496 0 0 0.903449 53.6185 1.19554 1.02124 1.3978 1.00562
93 9.25 0.915913 106.035 0.89107 54.0158 0 0 0.923484 55.1444 1.15968 1.05814 1.52119 1.05597
94 9.35 0.935776 109.094 0.888492 55.5154 0 0 0.908951 56.6754 1.24826 1.09865 1.34644 1.10124
95 9.45 0.917772 112.16 0.931843 57.1141 0 0 0.907801 58.2315 1.16871 1.13863 1.33206 1.14729
96 9.55 0.895219 115.207 0.946971 58.767 0 0 0.895486 59.8043 1.17819 1.18016 1.24695 1.19083
97 9.65 0.9026 118.342 0.902681 60.3906 0 0 0.897756 61.4144 0.982276 1.21597 1.33297 1.23711
98 9.75 0.901827 121.538 0.94963 62.1422 0 0 0.909908 63.0813 0.953485 1.25195 1.07385 1.27623
99 9.85 0.894684 124.77 0.913617 63.8561 0 0 0.895614 64.7549 0.9636 1.28816 0.946352 1.31096
100 9.95 0.894973 128.081 0.868318 65.5198 0 0 0.913708 66.4984 1.00338 1.32685 0.888311 1.34394
400 100
1 0.05 0 0 0 0 0 0 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0 0.511273 0.00672203 0 0 0 0
10 0.95 0 0 0 0 0 0 53.005 0.916126 0 0 0 0
11 1.05 0 0 0 0 0 0 3.41829 0.997824 0 0 0 0
12 1.15 0 0 0 0 0 0 0.0726745 1 0 0 0 0
13 1.25 0 0 0 0 0 0 0 1 0 0 0 0
14 1.35 0.0198634 0.00150057 0 0 0 0 0 1 0 0 0 0
15 1.45 5.01467 0.367992 0 0 0 0 0 1 0 0 0 0
16 1.55 5.89789 0.913177 0 0 0 0 0.0599796 1.00321 0 0 0 0
17 1.65 0.676769 0.990512 0 0 0 0 0.181377 1.01423 0 0 7.456 0.00914444
18 1.75 0.240291 1.02121 0 0 0 0 0.821557 1.07014 0 0 13.1 0.0262407
19 1.85 0.212479 1.05048 0 0 0 0 1.1492 1.1545 0 0 11.4208 0.0409333
20 1.95 0.412731 1.11332 0 0 0 0 1.52499 1.27334 0 0 11.7132 0.0560074
21 2.05 0.778399 1.24369 0 0 0 0 1.64597 1.40524 0 0 2.92029 0.06
22 2.15 0.933056 1.41557 0 0 0 0 1.45196 1.52911 0 0 0 0.06
23 2.25 1.16339 1.65153 0 0 0 0 1.01328 1.62194 0.49979 0.00113402 0 0.06
24 2.35 1.48467 1.97309 0 0 0 0 0.737602 1.69583 2.46815 0.00681367 0 0.06
25 2.45 1.81813 2.38659 0.0103279 0.00141481 0 0 0.495365 1.75172 3.40215 0.0154238 0 0.06
26 2.55 1.90995 2.85251 0.217963 0.0324815 0 0 0.437936 1.80583 3.09618 0.0237228 0 0.06
27 2.65 1.80331 3.32125 0.809624 0.152585 0 0 0.429789 1.86504 3.15826 0.0317392 0 0.06
28 2.75 1.46401 3.73148 2.64449 0.575726 0 0 0.495021 1.93878 2.27954 0.0375983 0 0.06
29 2.85 1.37487 4.14207 2.96644 1.07767 0 0 0.67461 2.04939 1.87863 0.04311 1.62181 0.065763
30 2.95 1.23793 4.53913 3.28808 1.64103 0 0 0.940701 2.21641 0.549048 0.0450821 3.11272 0.0760519
31 3.05 1.1006 4.91998 3.23717 2.1962 0 0 1.25218 2.4502 0.656608 0.0476861 1.27408 0.08
32 3.15 1.01987 5.29953 2.40426 2.62988 0 0 1.50462 2.75233 0.768322 0.0508362 0.961912 0.0842667
33 3.25 1.07735 5.73167 1.85633 2.98761 0 0 1.86779 3.14783 0.971831 0.0547232 1.25569 0.0898407
34 3.35 1.07792 6.19055 1.39558 3.28298 0 0 2.14216 3.61754 2.2057 0.0639614 0.840948 0.093363
35 3.45 1.16795 6.72405 1.29424 3.58841 0 0 2.18462 4.1176 3.47957 0.0798454 1.12338 0.0978889
36 3.55 1.3674 7.38588 1.35301 3.92703 0 0 2.06723 4.61611 2.0155 0.0893776 0.515643 0.1
37 3.65 1.49005 8.13939 1.39588 4.29336 0 0 1.77909 5.06864 0.838204 0.0937457 0.0750492 0.100456
38 3.75 1.58049 8.97762 1.30425 4.64469 0 0 1.60674 5.49771 0.785927 0.0981901 0.783224 0.105385
39 3.85 1.51737 9.82206 1.17917 4.97673 0 0 1.43292 5.90393 0.617047 0.102066 0.585898 0.109015
40 3.95 1.47986 10.6888 1.16501 5.31924 0 0 1.26307 6.28521 0.972245 0.108372 1.70585 0.1205
41 4.05 1.42315 11.5647 1.00113 5.63168 0 0 1.18422 6.66597 1.33727 0.117203 1.76221 0.132181
42 4.15 1.40534 12.4813 0.84631 5.90974 0 0 1.16674 7.0622 1.2748 0.125399 1.81142 0.143526
43 4.25 1.38071 13.424 0.933573 6.24559 0 0 1.26966 7.51532 0.897412 0.131466 2.04405 0.157548
44 4.35 1.39771 14.4255 1.03456 6.63464 0 0 1.24089 7.97388 0.691722 0.136407 1.28334 0.166274
45 4.45 1.38168 15.4598 1.06871 7.06028 0 0 1.19623 8.43413 0.808053 0.142591 0.761138 0.171581
46 4.55 1.34433 16.5126 1.31206 7.60572 0 0 1.23345 8.92603 0.739512 0.148391 0.33805 0.174107
47 4.65 1.2699 17.545 1.38444 8.20601 0 0 1.27355 9.45847 0.559997 0.152908 0.668378 0.179507
48 4.75 1.24464 18.6033 1.56135 8.90236 0 0 1.30729 10.0302 0.464614 0.15669 1.50061 0.193756
49 4.85 1.25267 19.7067 1.54697 9.61171 0 0 1.268 10.6113 0.392427 0.159916 0.9254 0.203059
50 4.95 1.21195 20.8167 1.47643 10.304 0 0 1.21215 11.1894 0.549966 0.164929 0.73428 0.21027
51 5.05 1.23357 21.9974 1.50543 11.0344 0 0 1.21956 11.7958 0.631197 0.171432 0.683395 0.216848
52 5.15 1.20114 23.1971 1.35314 11.7212 0 0 1.17396 12.3994 0.669304 0.179074 0.728155 0.223711
53 5.25 1.18875 24.4334 1.32118 12.4168 0 0 1.22007 13.0512 0.905563 0.189727 1.05021 0.233393
54 5.35 1.199 25.7278 1.18731 13.0673 0 0 1.24887 13.7453 1.06646 0.202348 0.701993 0.239911
55 5.45 1.20018 27.0731 1.12931 13.7083 0 0 1.21886 14.4505 1.11642 0.215527 0.00928953 0.24
56 5.55 1.15639 28.4158 1.10148 14.361 0 0 1.17534 15.1535 1.31694 0.231617 0.125216 0.241759
57 5.65 1.11128 29.7482 1.04219 15.005 0 0 1.1428 15.8593 1.17639 0.245655 0.553322 0.249696
58 5.75 1.10353 31.1171 0.974417 15.627 0 0 1.1299 16.5784 0.794608 0.255508 0.345154 0.254574
59 5.85 1.10635 32.5296 0.976076 16.2723 0 0 1.08563 17.296 0.785165 0.265363 0.298989 0.258741
60 5.95 1.11163 34.0031 0.980886 16.9509 0 0 1.06658 18.0287 0.835924 0.275964 0.547003 0.266863
61 6.05 1.10092 35.5241 0.896439 17.588 0 0 1.07252 18.796 0.726507 0.285708 0.65359 0.276752
62 6.15 1.05382 37.0372 0.995009 18.3139 0 0 1.05294 19.5725 0.6007 0.293853 0.593203 0.285463
63 6.25 1.04683 38.5902 1.01063 19.089 0 0 1.00891 20.3398 0.523257 0.301044 0.934559 0.299767
64 6.35 1.06433 40.2137 0.99219 19.8709 0 0 1.01894 21.14 0.408968 0.30709 1.31816 0.320974
65 6.45 1.05401 41.8705 0.972279 20.6687 0 0 1.02526 21.9698 0.3389 0.31319 0.823022 0.334974
66 6.55 1.08172 43.6233 1.0145 21.5184 0 0 1.05188 22.8469 0.509215 0.322715 0.782939 0.347944
67 6.65 1.09721 45.4519 1.04109 22.4208 0 0 1.05198 23.7479 0.699233 0.33609 0.931691 0.363807
68 6.75 1.03492 47.2224 1.01759 23.3328 0 0 1.01186 24.6443 0.812061 0.35172 0.741988 0.37623
69 6.85 1.02415 49.0247 1.08801 24.3394 0 0 0.982967 25.5462 0.852261 0.368328 0.634198 0.387689
70 6.95 1.01439 50.871 1.11609 25.3893 0 0 0.996712 26.4862 0.772143 0.383471 1.05028 0.40777
71 7.05 1.00073 52.7465 1.10186 26.4505 0 0 1.0088 27.4634 0.938851 0.402169 1.22784 0.430496
72 7.15 0.993287 54.6621 1.03246 27.4734 0 0 1.02809 28.4873 1.06066 0.422994 0.942509 0.449378
73 7.25 1.00296 56.6471 1.06726 28.5615 0 0 1.03406 29.5428 0.966553 0.442182 0.692861 0.464326
74 7.35 0.99181 58.6686 1.07156 29.6757 0 0 1.04607 30.6393 1.08513 0.464706 0.796965 0.481289
75 7.45 0.98122 60.7309 1.05088 30.8076 0 0 1.02494 31.7427 1.11624 0.48833 0.847138 0.500533
76 7.55 0.992174 62.8728 1.05585 31.974 0 0 1.01394 32.8657 1.06509 0.51152 0.872572 0.520596
77 7.65 1.00247 65.0881 1.06526 33.1773 0 0 1.00102 34.0106 1.19318 0.539198 0.992169 0.5432
78 7.75 0.994349 67.341 0.982318 34.3212 0 0 1.00674 35.1911 1.09811 0.565325 1.18531 0.57077
79 7.85 0.995783 69.6557 0.992073 35.5099 0 0 1.00662 36.3956 0.883604 0.586711 1.13511 0.598189
80 7.95 0.990935 72.0211 0.923609 36.6433 0 0 1.02703 37.6593 0.932474 0.609857 0.961754 0.621044
81 8.05 0.990221 74.4421 0.984453 37.8814 0 0 1.02152 38.9464 1.12557 0.638473 0.746663 0.639056
82 8.15 0.983121 76.8986 0.998688 39.1666 0 0 0.978523 40.2098 1.17423 0.669076 0.992695 0.664948
83 8.25 0.963444 79.3623 0.953342 40.4233 0 0 0.974848 41.5009 1.09784 0.698723 1.20807 0.698
84 8.35 0.95856 81.8782 0.960571 41.7134 0 0 0.963517 42.8033 1.46602 0.739578 1.21558 0.7315
85 8.45 0.978696 84.5178 0.961607 43.0475 0 0 0.946375 44.1129 1.57822 0.783597 1.12481 0.763241
86 8.55 0.968805 87.1932 0.971663 44.4373 0 0 0.93951 45.4417 1.27174 0.820473 1.23498 0.799844
87 8.65 0.956369 89.886 0.903601 45.7617 0 0 0.944127 46.8107 1.02008 0.850441 1.31364 0.838922
88 8.75 0.948358 92.609 0.9363 47.1624 0 0 0.941807 48.2098 1.15247 0.884635 1.24375 0.876337
89 8.85 0.938921 95.3761 0.936478 48.5848 0 0 0.942751 49.6426 1.19473 0.920691 0.9318 0.905148
90 8.95 0.931663 98.1905 0.933105 50.0304 0 0 0.924989 51.0812 1.20361 0.957325 0.999203 0.936563
91 9.05 0.927061 101.055 0.953119 51.5402 0 0 0.926102 52.5603 1.19514 0.995317 1.18608 0.973707
92 9.15 0.925911 103.987 0.907824 53.0153 0 0 0.921901 54.0655 1.18465 1.03297 1.39054 1.0183
93 9.25 0.931671 107.001 0.889823 54.4909 0 0 0.917831 55.5952 1.17027 1.07078 1.31942 1.06174
94 9.35 0.918651 110.029 0.869825 55.9654 0 0 0.909384 57.1436 1.24398 1.1121 1.49224 1.11361
95 9.45 0.897153 113.047 0.907112 57.529 0 0 0.901249 58.7048 1.1082 1.14997 1.40176 1.16296
96 9.55 0.88778 116.091 0.944602 59.1999 0 0 0.883197 60.2681 1.0595 1.18701 1.21179 1.20527
97 9.65 0.897257 119.235 0.923765 60.8861 0 0 0.892629 61.8841 0.986171 1.22309 1.25134 1.24941
98 9.75 0.903468 122.467 0.952638 62.6589 0 0 0.898501 63.5463 0.968245 1.25982 1.08994 1.28951
99 9.85 0.894626 125.735 0.908192 64.3788 0 0 0.903506 65.2545 0.935895 1.29534 0.958499 1.32539
100 9.95 0.883939 129.031 0.872341 66.0639 0 0 0.916329 67.0184 0.954944 1.33235 0.88409 1.35837
600 100
1 0.05 0 0 0 0 0 0 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0 0.205281 0.00267659 0 0 0 0
10 0.95 0 0 0 0 0 0 51.0964 0.914956 0 0 0 0
11 1.05 0 0 0 0 0 0 3.57054 0.999746 0 0 0 0
12 1.15 0 0 0 0 0 0 0.00951202 1 0 0 0 0
13 1.25 0 0 0 0 0 0 0 1 0 0 0 0
14 1.35 0.13515 0.00850325 0 0 0 0 0 1 0 0 0 0
15 1.45 3.93761 0.311814 0 0 0 0 0 1 0 0 0 0
16 1.55 6.4343 0.920603 0 0 0 0 0.00406771 1.00022 0 0 0 0
17 1.65 0.539537 0.983669 0 0 0 0 0.145649 1.00919 0 0 15.3258 0.0183444
18 1.75 0.217263 1.01092 0 0 0 0 0.907651 1.07115 0 0 30.1317 0.0540148
19 1.85 0.235639 1.04386 0 0 0 0 1.41579 1.1746 0 0 4.88766 0.06
20 1.95 0.362871 1.10163 0 0 0 0 1.85173 1.31779 0 0 0 0.06
21 2.05 0.655025 1.21567 0 0 0 0 1.89554 1.47167 0 0 0 0.06
22 2.15 0.984067 1.4002 0 0 0 0 1.26127 1.58378 0 0 0 0.06
23 2.25 1.61806 1.72556 0 0 0 0 0.903583 1.67197 1.03928 0.0023215 0 0.06
24 2.35 2.00063 2.15524 0 0 0 0 0.49919 1.72573 3.24709 0.0100611 0 0.06
25 2.45 1.97424 2.61249 0.0648837 0.00868889 0 0 0.370335 1.76982 8.77495 0.030861 0 0.06
26 2.55 1.88873 3.08792 0.20485 0.0376074 0 0 0.318602 1.81104 2.01809 0.03584 0 0.06
27 2.65 1.70357 3.54725 0.657797 0.136956 0 0 0.345328 1.86023 0.39417 0.036932 0 0.06
28 2.75 1.35064 3.93667 2.54544 0.554615 0 0 0.411099 1.92414 0.499391 0.0384574 0 0.06
29 2.85 1.04346 4.26351 3.67672 1.17459 0 0 0.632132 2.03155 1.07375 0.0421153 0.261198 0.0609667
30 2.95 0.915585 4.57525 4.17444 1.89003 0 0 1.01604 2.21553 1.14269 0.0460042 1.13529 0.0653852
31 3.05 0.969144 4.92911 3.18364 2.45544 0 0 1.36547 2.47724 1.38573 0.0508362 0.962537 0.0691556
32 3.15 1.08259 5.34654 1.99579 2.83069 0 0 1.91198 2.86255 0.719449 0.0537209 1.13568 0.0736852
33 3.25 1.13912 5.81572 1.07562 3.0579 0 0 2.29528 3.34963 0.325499 0.0551795 1.89718 0.0817
34 3.35 1.17772 6.32795 1.06116 3.29961 0 0 2.36425 3.87728 0.579657 0.0579668 1.17311 0.0868444
35 3.45 1.29765 6.93184 1.24685 3.60114 0 0 2.15615 4.38413 1.00904 0.0629897 0.578669 0.0896185
36 3.55 1.33897 7.59475 1.41529 3.96491 0 0 1.69493 4.80983 1.1647 0.0690149 0.472671 0.091963
37 3.65 1.57396 8.41533 1.50023 4.36767 0 0 1.50938 5.2133 2.63289 0.0831882 0.656018 0.0954222
38 3.75 1.64891 9.31564 1.36348 4.74563 0 0 1.41819 5.61112 2.15882 0.0954296 1.75884 0.10563
39 3.85 1.61262 10.2431 1.22688 5.10182 0 0 1.30773 5.99678 1.37098 0.103183 1.55824 0.114311
40 3.95 1.5605 11.1829 1.10806 5.44044 0 0 1.1821 6.36882 1.22243 0.110338 2.02726 0.127189
41 4.05 1.40205 12.0696 0.913573 5.73963 0 0 1.19674 6.76565 1.0212 0.117278 1.27143 0.136122
42 4.15 1.31679 12.9609 0.842546 6.02834 0 0 1.21037 7.18714 1.01566 0.124534 1.00283 0.143085
43 4.25 1.34797 13.9085 0.993194 6.39213 0 0 1.32162 7.66991 1.03319 0.131985 1.68767 0.15527
44 4.35 1.35235 14.9054 1.06235 6.80233 0 0 1.3195 8.17132 1.08726 0.13992 1.6249 0.166767
45 4.45 1.29331 15.9056 1.14475 7.2676 0 0 1.3036 8.68486 1.00432 0.148011 0.558771 0.171033
46 4.55 1.29909 16.9535 1.4015 7.85763 0 0 1.2581 9.20052 0.727554 0.153885 0.362554 0.173893
47 4.65 1.27957 18.0301 1.48632 8.50826 0 0 1.22943 9.73194 0.746374 0.159809 0.937936 0.18207
48 4.75 1.28626 19.1595 1.56323 9.2236 0 0 1.25592 10.3013 0.352787 0.162696 1.44157 0.195815
49 4.85 1.24528 20.2945 1.57088 9.96617 0 0 1.25276 10.8958 0.155173 0.164091 1.15791 0.207222
50 4.95 1.2149 21.4467 1.46494 10.6767 0 0 1.19215 11.481 0.34818 0.167707 1.17719 0.218319
51 5.05 1.23262 22.6623 1.38113 11.3714 0 0 1.20529 12.0983 0.358277 0.171619 0.663168 0.224815
52 5.15 1.19551 23.8908 1.38249 12.0939 0 0 1.19146 12.7287 0.649099 0.179057 0.61786 0.230878
53 5.25 1.19597 25.1724 1.23643 12.7736 0 0 1.23854 13.4093 0.924551 0.18974 0.66888 0.237444
