# Time-averaged data for fix 3
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11] c_myRDF[12] c_myRDF[13]
200 100
24 2.35 1.21921 1.69574 0.399589 0.197381 0 0 1.30054 1.66287 2.43813 0.0184772 0.666692 0.17078
25 2.45 1.39446 2.01375 0.33274 0.234815 0 0 1.01269 1.77305 2.83945 0.0375135 1.31259 0.179838
26 2.55 1.58677 2.39111 0.486964 0.296144 0 0 0.802247 1.86968 3.579 0.0619058 1.3396 0.18913
27 2.65 1.74017 2.82544 0.574911 0.370999 0 0 0.607658 1.94868 3.42488 0.0845092 1.34649 0.198175
28 2.75 1.82632 3.30874 0.936751 0.519947 0 0 0.633808 2.04032 2.5108 0.102352 1.12679 0.205896
29 2.85 1.74938 3.8067 1.57866 0.802626 0 0 0.651673 2.14551 1.48082 0.114506 0.439752 0.20915
30 2.95 1.46987 4.24599 2.13434 1.19326 0 0 0.684997 2.26638 1.29218 0.126776 0.368945 0.211991
31 3.05 1.15746 4.61833 2.41006 1.64063 0 0 0.759952 2.40956 1.64486 0.142465 0.869888 0.220929
32 3.15 1.11235 4.99618 3.0058 2.21112 0 0 1.0889 2.63307 1.30927 0.156377 0.511019 0.226872
33 3.25 1.09006 5.40009 2.61387 2.71732 0 0 1.34827 2.925 1.16301 0.168804 0.789335 0.236481
34 3.35 1.04466 5.81574 2.01833 3.1279 0 0 1.72859 3.31673 1.1249 0.181753 0.760451 0.245628
35 3.45 1.13102 6.2968 1.77641 3.51172 0 0 2.07015 3.80322 1.36172 0.198785 1.51359 0.265493
36 3.55 1.13328 6.81402 1.5034 3.86739 0 0 2.07333 4.30499 1.30727 0.215565 1.2858 0.282308
37 3.65 1.19983 7.40201 1.11173 4.16149 0 0 1.97847 4.80645 1.25185 0.233163 1.3851 0.300718
38 3.75 1.30728 8.07031 1.14323 4.48463 0 0 1.75557 5.27152 1.2387 0.251988 1.06056 0.316187
39 3.85 1.45288 8.84938 1.2501 4.84864 0 0 1.53945 5.70033 1.14795 0.269579 1.25277 0.335777
40 3.95 1.57408 9.72685 1.25542 5.2229 0 0 1.41328 6.11718 1.32999 0.29237 1.7412 0.363343
41 4.05 1.53076 10.6145 1.22705 5.6053 0 0 1.34414 6.53463 1.4948 0.318506 1.47776 0.390549
42 4.15 1.39931 11.4601 1.1236 5.97369 0 0 1.218 6.93717 1.53161 0.345446 1.34305 0.414881
43 4.25 1.38676 12.3503 1.12897 6.35702 0 0 1.14997 7.34822 1.30169 0.369317 1.16091 0.43581
44 4.35 1.37893 13.2901 1.0175 6.72448 0 0 1.14635 7.77831 1.42381 0.396357 1.14804 0.457401
45 4.45 1.32471 14.2246 1.00119 7.1195 0 0 1.11942 8.21283 1.25955 0.42077 1.24185 0.481329
46 4.55 1.31553 15.1888 1.10607 7.5738 0 0 1.1553 8.68127 1.07404 0.443172 1.24673 0.506954
47 4.65 1.26904 16.1707 1.13079 8.06727 0 0 1.19766 9.18713 1.06825 0.466641 1.10663 0.529296
48 4.75 1.25571 17.1822 1.22191 8.61708 0 0 1.23498 9.72597 1.00592 0.490201 0.629599 0.545202
49 4.85 1.23785 18.214 1.3123 9.22452 0 0 1.23982 10.2845 0.925073 0.511891 1.12457 0.575989
50 4.95 1.18088 19.2411 1.29542 9.84998 3.48701 0.106667 1.24685 10.8697 0.995032 0.537481 1.13606 0.606098
51 5.05 1.20383 20.3337 1.4317 10.5572 2.88683 0.193827 1.26779 11.4912 0.997096 0.563351 1.02132 0.633922
52 5.15 1.20026 21.4719 1.34927 11.2454 2.42484 0.265556 1.20659 12.1112 0.88903 0.58749 1.13179 0.663753
53 5.25 1.21109 22.6591 1.38391 11.9758 2.14425 0.327778 1.13311 12.7139 0.936095 0.613995 0.764455 0.685334
54 5.35 1.1693 23.8481 1.27681 12.6718 2.0816 0.387037 1.16529 13.3643 0.893882 0.640392 0.828834 0.70833
55 5.45 1.15516 25.0574 1.25862 13.3818 2.18262 0.448025 1.20433 14.0611 0.941841 0.669356 0.912065 0.734064
56 5.55 1.20007 26.368 1.12806 14.0401 2.44691 0.515309 1.21653 14.7856 0.731004 0.692835 0.886236 0.758833
57 5.65 1.2149 27.7488 1.13819 14.7327 3.93561 0.621235 1.2047 15.5313 0.682563 0.715976 0.732852 0.781789
58 5.75 1.17506 29.1275 1.13 15.4477 1.66687 0.666667 1.19181 16.2938 0.687425 0.739274 0.609159 0.804263
59 5.85 1.13384 30.5053 1.06916 16.1463 0 0.666667 1.1624 17.0583 0.79351 0.766503 0.660489 0.82872
60 5.95 1.08741 31.8784 1.03086 16.8444 0 0.666667 1.13188 17.8306 0.665726 0.790631 0.507997 0.848823
61 6.05 1.0829 33.2881 1.00858 17.5609 0 0.666667 1.11759 18.6183 0.701665 0.816444 0.645096 0.874153
62 6.15 1.10267 34.7662 0.99016 18.2807 0 0.666667 1.10307 19.4232 0.655846 0.842328 0.632153 0.900615
63 6.25 1.12552 36.3366 0.947549 18.9961 0 0.666667 1.06491 20.2273 0.690291 0.871025 0.692897 0.929064
64 6.35 1.12524 37.9535 0.919967 19.7183 0 0.666667 1.035 21.0333 0.756132 0.902684 0.603284 0.953998
65 6.45 1.10588 39.5955 1.01307 20.5285 0 0.666667 1.00708 21.8406 0.638099 0.931052 0.872843 0.991085
66 6.55 1.05038 41.2123 0.939624 21.3097 0 0.666667 0.979434 22.6563 0.640883 0.959777 0.85227 1.02786
67 6.65 1.07171 42.9028 0.931903 22.1077 0 0.666667 0.986917 23.4998 0.663542 0.991307 0.741656 1.06183
68 6.75 1.06107 44.6159 0.952245 22.9619 0 0.666667 1.01302 24.4012 0.79131 1.03035 0.720951 1.09711
69 6.85 1.05588 46.3755 0.997816 23.8848 0 0.666667 1.04749 25.3547 0.981767 1.08038 0.716874 1.13281
70 6.95 1.05338 48.1759 1.03166 24.8586 0 0.666667 1.01537 26.3014 1.02516 1.1338 0.73481 1.1696
71 7.05 1.0652 50.0523 1.05423 25.8911 0 0.666667 1.00187 27.268 0.964533 1.18423 0.767936 1.20912
72 7.15 1.00695 51.879 1.02568 26.9272 0 0.666667 0.993415 28.2628 0.909194 1.23225 0.748725 1.24995
73 7.25 0.994573 53.7397 1.03181 27.9881 0 0.666667 1.00055 29.2906 0.851932 1.27972 0.810916 1.2971
74 7.35 0.985006 55.6373 1.03732 29.0773 0 0.666667 1.02535 30.3644 1.03849 1.33965 0.918134 1.34982
75 7.45 0.974921 57.5714 1.0221 30.1771 0 0.666667 1.00696 31.4523 0.98781 1.39726 1.06874 1.41188
76 7.55 1.00582 59.6178 1.0478 31.3388 0 0.666667 1.02878 32.5902 1.05263 1.45985 0.815013 1.46221
77 7.65 1.01336 61.7332 1.0936 32.5753 0 0.666667 1.04212 33.7723 1.12256 1.52721 1.00477 1.52411
78 7.75 0.981409 63.8444 1.11813 33.8656 0 0.666667 1.05704 35.0025 1.12618 1.59784 1.07536 1.59265
79 7.85 0.95548 65.9504 1.04988 35.1117 0 0.666667 1.01229 36.2132 1.11438 1.66951 0.986061 1.65711
80 7.95 0.993872 68.1852 1.01496 36.3397 0 0.666667 0.996317 37.4352 1.08581 1.74128 1.00661 1.72558
81 8.05 0.992091 70.4679 1.01985 37.6034 0 0.666667 0.995017 38.6869 1.04435 1.81199 1.06811 1.7976
82 8.15 0.988434 72.7999 0.989908 38.8728 0 0.666667 1.01652 39.9932 1.07565 1.88629 0.940235 1.8615
83 8.25 0.964838 75.1384 0.987646 40.1694 0 0.666667 0.982248 41.2827 1.13241 1.96679 1.00427 1.93003
84 8.35 0.98917 77.595 0.957665 41.4673 0 0.666667 0.977068 42.5945 1.10622 2.04817 1.06073 2.0032
85 8.45 1.00445 80.1421 0.970802 42.8025 0 0.666667 1.00391 43.9781 1.14057 2.13456 1.04596 2.08015
86 8.55 0.960814 82.6528 0.942342 44.1192 0 0.666667 0.988362 45.3762 1.16811 2.22494 1.00213 2.15597
87 8.65 0.966209 85.245 0.918264 45.442 0 0.666667 0.983686 46.7958 1.11161 2.31152 1.0137 2.23668
88 8.75 0.959984 87.8728 0.982858 46.8947 0 0.666667 0.966224 48.2252 1.05666 2.39463 1.07082 2.32308
89 8.85 0.957596 90.5529 0.968761 48.3633 0 0.666667 0.933892 49.6364 1.11045 2.48448 1.14455 2.41691
90 8.95 0.947595 93.269 0.930968 49.8158 0 0.666667 0.936625 51.0873 1.05184 2.57002 1.07471 2.50756
91 9.05 0.944001 96.0193 0.907522 51.2642 0 0.666667 0.931393 52.5673 1.02811 2.65446 1.04132 2.59583
92 9.15 0.953288 98.8568 0.900248 52.7325 0 0.666667 0.950199 54.1163 1.05426 2.74419 0.961109 2.68053
93 9.25 0.973451 101.814 0.927689 54.2736 0.0306115 0.67 0.929399 55.66 1.02527 2.83646 0.947343 2.766
94 9.35 0.956722 104.782 0.931605 55.8621 0.806466 0.758272 0.937524 57.2492 0.987911 2.9259 0.893709 2.84974
95 9.45 0.93663 107.752 0.929277 57.4542 0.483255 0.810494 0.912178 58.8313 0.976648 3.01574 0.960334 2.9404
96 9.55 0.926534 110.772 0.924593 59.0783 0.40201 0.853457 0.935552 60.4978 0.998269 3.10961 1.04273 3.03855
97 9.65 0.941036 113.898 0.900345 60.7117 0.723969 0.934074 0.921774 62.1648 1.07491 3.21252 1.09237 3.14191
98 9.75 0.933718 117.067 0.907678 62.3953 0.885185 1.03383 0.920624 63.8601 1.07381 3.31857 1.08187 3.2458
99 9.85 0.921129 120.249 0.911751 64.1144 0.746412 1.11667 0.92444 65.5983 0.9962 3.41861 0.984307 3.34239
100 9.95 0.922017 123.504 0.960152 65.9556 0.670499 1.19 0.919026 67.3628 1.06715 3.52908 0.985586 3.44036
400 100
1 0.05 0 0 0 0 0 0 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0 0.286733 0.00349515 0 0 0 0
10 0.95 0 0 0 0 0 0 52.0717 0.909419 0 0 0 0
11 1.05 0 0 0 0 0 0 3.53942 0.999175 0 0 0 0
12 1.15 0 0 0 0 0 0 0.0266753 1 0 0 0 0
13 1.25 0 0 0 0 0 0 0 1 0 0 0 0
14 1.35 0.0198684 0.00110032 0 0 0 0 0 1 0 0 0 0
15 1.45 5.91183 0.40141 0 0 0 0 0.00942444 1.00046 0 0 0 0
16 1.55 4.66905 0.84292 0 0 0 0 0.0693603 1.00434 0 0 0 0
17 1.65 0.591298 0.911205 0 0 0 0 0.193436 1.01632 0 0 5.74964 0.0195602
18 1.75 0.346935 0.953279 0 0 0 0 0.583863 1.05698 0 0 10.3565 0.0577381
19 1.85 0.5542 1.02715 0 0 0 0 1.08297 1.14024 0 0 9.18972 0.0925165
20 1.95 0.444624 1.09259 0 0 0 0 1.10152 1.23032 0 0 8.20804 0.122791
21 2.05 0.638987 1.19449 0.0174674 0.00114418 0 0 1.10201 1.32638 0 0 8.0464 0.1525
22 2.15 0.867111 1.34781 0.328497 0.0288294 0 0 1.17834 1.43307 0 0 2.09266 0.160714
23 2.25 0.943451 1.53207 0.392337 0.0695503 0 0 1.23877 1.55079 0 0 0 0.160714
24 2.35 1.28536 1.81432 0.132617 0.0863029 0 0 1.04105 1.65757 0.233872 0.00161453 0 0.160714
25 2.45 1.50689 2.16182 0.418911 0.137857 0 0 0.883326 1.75638 1.54883 0.0130385 1.19889 0.169603
26 2.55 1.66896 2.56758 0.871824 0.260172 0 0 0.704184 1.84326 4.90317 0.0503812 1.44201 0.180377
27 2.65 1.64784 2.98481 1.05484 0.404597 0 0 0.663855 1.93376 3.57227 0.0757353 1.24101 0.18877
28 2.75 1.71077 3.44543 1.4597 0.64496 0 0 0.644368 2.03111 2.61545 0.0937702 1.70007 0.201663
29 2.85 1.52165 3.88563 2.37006 1.07307 0 0 0.620054 2.13231 1.63735 0.106431 0.568476 0.20664
30 2.95 1.25061 4.26544 2.50131 1.53386 0 0 0.789639 2.27506 1.69112 0.122844 0.428389 0.210245
31 3.05 1.16975 4.65659 2.60516 2.02234 0 0 0.943194 2.46027 1.97929 0.142736 0.513478 0.214395
32 3.15 1.06279 5.0307 2.58973 2.50882 0 0 1.24094 2.71914 1.30299 0.156472 0.608704 0.221772
33 3.25 1.18637 5.48754 2.15515 2.92451 0 0 1.58783 3.07133 1.44677 0.173786 0.744331 0.231071
34 3.35 1.00762 5.89844 1.73741 3.28462 0 0 1.87495 3.50391 1.27198 0.189069 0.532118 0.23748
35 3.45 1.00125 6.33438 1.47408 3.61341 0 0 1.90626 3.9556 1.26839 0.20438 1.13976 0.252298
36 3.55 1.17562 6.89364 1.30927 3.93537 0 0 2.02125 4.45712 1.02969 0.216927 1.60993 0.275185
37 3.65 1.36143 7.58364 1.1243 4.24212 0 0 1.84088 4.93492 0.712748 0.22644 1.6286 0.298512
38 3.75 1.46077 8.34677 1.1907 4.58709 0 0 1.63579 5.3824 0.930494 0.241055 1.27854 0.317483
39 3.85 1.47218 9.14466 1.33786 4.99001 0 0 1.48097 5.8092 1.12632 0.259489 1.1255 0.335103
40 3.95 1.49846 9.99648 1.21596 5.35883 0 0 1.4001 6.23362 1.56126 0.287309 1.75906 0.363489
41 4.05 1.45756 10.8616 1.09188 5.7027 0 0 1.30401 6.64904 1.6726 0.317612 1.71427 0.3958
42 4.15 1.4138 11.7506 0.959079 6.01804 0 0 1.2182 7.06482 1.85903 0.352073 1.35939 0.421247
43 4.25 1.38217 12.6727 1.09438 6.40144 0 0 1.11353 7.47135 1.235 0.375092 1.16285 0.44294
44 4.35 1.3406 13.6014 1.06904 6.80727 0 0 1.15447 7.91605 1.16526 0.39667 1.17798 0.465731
45 4.45 1.24988 14.4994 1.08322 7.25064 0 0 1.15965 8.37956 1.35395 0.424105 1.2958 0.491703
46 4.55 1.33088 15.509 1.1215 7.7269 0 0 1.18602 8.87366 1.14815 0.44929 1.19791 0.517034
47 4.65 1.29261 16.5371 1.25493 8.29 0 0 1.18718 9.38633 1.22506 0.478364 0.946162 0.536356
48 4.75 1.25108 17.564 1.2888 8.88065 0 0 1.26586 9.95456 1.04965 0.503538 0.699777 0.554497
49 4.85 1.23027 18.6207 1.38938 9.53866 0 0 1.27938 10.551 0.910912 0.52555 1.11112 0.584808
50 4.95 1.24347 19.738 1.36984 10.2144 0.142048 0.00432099 1.28303 11.1747 1.0726 0.55335 1.14302 0.615883
51 5.05 1.18443 20.8426 1.34906 10.8935 7.03125 0.22358 1.27251 11.815 1.00082 0.579712 1.12489 0.647371
52 5.15 1.16719 21.9716 1.30806 11.5748 2.53846 0.300123 1.21733 12.4579 0.916677 0.605352 1.09112 0.677364
53 5.25 1.21739 23.1977 1.36505 12.3158 2.15186 0.36358 1.20304 13.1193 0.900594 0.631656 0.751369 0.699028
54 5.35 1.24073 24.5078 1.30536 13.055 2.03457 0.422346 1.14719 13.772 0.853978 0.657255 0.788295 0.721217
55 5.45 1.20253 25.8141 1.20078 13.7482 2.03358 0.479877 1.18219 14.4716 0.892775 0.685609 0.854139 0.746028
56 5.55 1.20748 27.1767 1.09001 14.4024 2.26112 0.542593 1.23833 15.2315 0.770557 0.71133 0.880521 0.772397
57 5.65 1.18375 28.5445 1.16674 15.1386 3.56808 0.639136 1.17526 15.9757 0.67162 0.734604 0.747433 0.797106
58 5.75 1.14697 29.9185 1.11635 15.866 1.00733 0.666667 1.15061 16.7291 0.733751 0.760124 0.700866 0.823234
59 5.85 1.10642 31.2898 1.07368 16.5903 0 0.666667 1.10822 17.4753 0.657201 0.782513 0.706584 0.85037
60 5.95 1.08815 32.7027 0.957513 17.249 0 0.666667 1.09426 18.2425 0.597193 0.804542 0.503054 0.870155
61 6.05 1.11439 34.2009 0.993609 17.9694 0 0.666667 1.11003 19.0478 0.704971 0.831823 0.594453 0.893585
62 6.15 1.12997 35.7671 1.00884 18.7283 0 0.666667 1.07544 19.8551 0.721614 0.861793 0.634827 0.920185
63 6.25 1.11723 37.3667 0.890872 19.4147 0 0.666667 1.06778 20.6856 0.683683 0.890505 0.75908 0.952493
64 6.35 1.09187 38.9763 0.968037 20.1965 0 0.666667 1.03945 21.5186 0.870318 0.929026 0.630938 0.979163
65 6.45 1.06089 40.5941 0.999177 21.0201 0 0.666667 0.989215 22.333 0.755429 0.963441 0.788394 1.01309
66 6.55 1.04834 42.2451 0.926134 21.81 0 0.666667 1.0055 23.1946 0.68762 0.995113 0.8428 1.05132
67 6.65 1.06156 43.9604 0.905736 22.6069 0 0.666667 1.00382 24.0797 0.757517 1.03183 0.683966 1.08335
68 6.75 1.06759 45.7379 1.01745 23.5508 0 0.666667 1.02731 25.0187 0.838583 1.07342 0.669118 1.11636
69 6.85 1.05419 47.5487 0.998599 24.4925 0 0.666667 1.04374 25.994 0.888184 1.11951 0.815584 1.15873
70 6.95 1.04147 49.3738 1.08448 25.5506 0 0.666667 1.03083 26.9841 0.900734 1.16707 0.687928 1.19383
71 7.05 1.03083 51.232 1.02039 26.5691 0 0.666667 0.997517 27.9717 1.08557 1.22636 0.797552 1.23622
72 7.15 0.998117 53.0949 1.03726 27.6425 0 0.666667 0.972927 28.9654 0.927276 1.27706 0.756499 1.27871
73 7.25 0.993172 55.0083 1.069 28.7755 0 0.666667 0.982402 29.9934 0.871556 1.3265 0.869959 1.32997
74 7.35 0.987064 56.9634 1.02558 29.8779 0 0.666667 1.03853 31.1165 0.930194 1.37999 1.00113 1.38927
75 7.45 1.00105 59.0054 1.05166 31.0433 0 0.666667 1.00304 32.2283 0.9817 1.43837 1.09248 1.45538
76 7.55 1.00833 61.1095 1.01871 32.1931 0 0.666667 1.03353 33.4047 1.05427 1.5024 0.894194 1.51167
77 7.65 1.01287 63.283 1.06911 33.4319 0 0.666667 1.01111 34.5801 0.988001 1.56321 0.94154 1.57012
78 7.75 0.966752 65.4122 1.08275 34.7143 0 0.666667 1.03492 35.8175 1.12311 1.6358 1.05375 1.63872
79 7.85 0.960259 67.5845 1.04053 35.9854 0 0.666667 1.01537 37.0671 1.14266 1.71246 1.07653 1.71154
80 7.95 0.971336 69.8214 1.0125 37.251 0 0.666667 1.00613 38.3361 1.15242 1.79114 1.02955 1.78275
81 8.05 1.0114 72.2209 1.02392 38.5589 0 0.666667 0.991536 39.6157 1.03619 1.86271 1.12934 1.86181
82 8.15 0.982476 74.61 0.926001 39.7655 0 0.666667 1.0106 40.9514 1.1122 1.94228 0.86488 1.92077
83 8.25 0.981291 77.0593 0.954821 41.05 0 0.666667 1.00265 42.3083 1.08347 2.02142 0.872954 1.98024
84 8.35 0.966776 79.5159 1.00983 42.466 0 0.666667 0.97082 43.6435 1.13609 2.10716 1.03636 2.05482
85 8.45 0.98181 82.0748 0.968591 43.8362 0 0.666667 0.998152 45.0601 1.1028 2.19187 1.05637 2.1351
86 8.55 0.943993 84.6003 0.940888 45.1988 0 0.666667 0.999361 46.5147 1.18472 2.28564 1.03864 2.21695
87 8.65 0.968374 87.2642 0.94539 46.6044 0 0.666667 0.967191 47.9476 1.18642 2.38153 1.06648 2.30404
88 8.75 0.981944 90.0321 0.988105 48.1072 0 0.666667 0.931106 49.3535 1.0734 2.46845 1.10548 2.39586
89 8.85 0.946654 92.7474 0.938232 49.5597 0 0.666667 0.930573 50.7985 0.999216 2.54972 1.08975 2.48705
90 8.95 0.941035 95.5068 0.942564 51.0732 0 0.666667 0.936627 52.2922 1.03385 2.63637 1.09712 2.58236
91 9.05 0.96752 98.4121 0.886102 52.5174 0 0.666667 0.9209 53.7942 1.05748 2.72636 0.988994 2.66769
92 9.15 0.956268 101.336 0.907649 54.0323 0 0.666667 0.936565 55.3584 0.945115 2.80882 0.94307 2.75286
93 9.25 0.949324 104.297 0.901282 55.5693 0 0.666667 0.956617 56.9981 1.02539 2.90351 0.90265 2.83626
94 9.35 0.9391 107.291 0.971598 57.2769 1.39553 0.817531 0.954281 58.6653 1.06372 3.0036 0.962009 2.92852
95 9.45 0.960973 110.446 0.960425 58.9741 0.543128 0.875802 0.922658 60.3123 1.06004 3.10536 0.96051 3.0202
96 9.55 0.942842 113.612 0.88589 60.5663 0.41286 0.91963 0.916944 61.9807 1.05907 3.20819 1.07604 3.12477
97 9.65 0.924917 116.763 0.884355 62.207 0.360706 0.957531 0.932339 63.7169 1.03403 3.30955 1.06196 3.22806
98 9.75 0.905237 119.906 0.910291 63.9392 1.60628 1.14198 0.926806 65.4731 0.984867 3.40859 1.04899 3.33188
99 9.85 0.90871 123.126 0.921026 65.7213 0.802006 1.23123 0.90496 67.2167 1.01902 3.51426 0.972301 3.43051
100 9.95 0.912974 126.431 0.960969 67.6225 0.676287 1.30519 0.911328 69.0123 1.00901 3.62065 0.984214 3.53242
600 100
1 0.05 0 0 0 0 0 0 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0 0.221718 0.00280115 0 0 0 0
10 0.95 0 0 0 0 0 0 53.5441 0.931068 0 0 0 0
11 1.05 0 0 0 0 0 0 2.89343 0.999419 0 0 0 0
12 1.15 0 0 0 0 0 0 0.0189981 1 0 0 0 0
13 1.25 0 0 0 0 0 0 0 1 0 0 0 0
14 1.35 0.0211012 0.00124775 0 0 0 0 0 1 0 0 0 0
15 1.45 7.00082 0.500115 0 0 0 0 0.00625092 1.0003 0 0 0 0
16 1.55 3.98652 0.861435 0 0 0 0 0.0411646 1.00251 0 0 0 0
17 1.65 0.432395 0.908058 0 0 0 0 0.17072 1.01253 0 0 9.79241 0.0312434
18 1.75 0.165327 0.927271 0 0 0 0 0.420687 1.04011 0 0 25.2088 0.110159
19 1.85 0.256735 0.960805 0 0 0 0 0.87566 1.10435 0 0 9.87652 0.144064
20 1.95 0.377819 1.0146 0 0 0 0 1.15509 1.19549 0 0 4.61091 0.160714
21 2.05 0.697446 1.12496 0 0 0 0 1.42744 1.31334 0 0 0 0.160714
22 2.15 0.926797 1.28695 0 0 0 0 1.68851 1.4596 0 0 0 0.160714
23 2.25 1.05125 1.48488 0.00433079 0.000509259 0 0 1.15508 1.57157 0 0 0 0.160714
24 2.35 1.45574 1.7793 0.115711 0.0149735 0 0 0.948935 1.66949 0.109082 0.000719166 0 0.160714
25 2.45 1.81325 2.17365 0.130874 0.0318915 0 0 0.702971 1.74802 5.20268 0.0359942 0.375903 0.163482
26 2.55 2.01299 2.64304 0.293787 0.0730423 0 0 0.482351 1.8084 7.60019 0.0850791 0.914187 0.170427
27 2.65 1.9481 3.12273 0.794596 0.190483 0 0 0.375344 1.86193 1.6578 0.0964851 0.964729 0.177702
28 2.75 1.4558 3.51028 1.5862 0.440939 0 0 0.515149 1.94069 0.365462 0.0993581 1.41974 0.188347
29 2.85 1.2835 3.8836 2.71336 0.896627 0 0 0.61457 2.0399 0.222618 0.101386 0.82047 0.195599
30 2.95 1.221 4.25637 3.18176 1.4483 0 0 0.778704 2.17638 0.63883 0.107778 1.09088 0.204907
31 3.05 0.922835 4.5648 3.99755 2.14954 0 0 0.993062 2.36309 1.52436 0.123601 0.549851 0.209868
32 3.15 0.979313 4.91311 3.01522 2.7108 0 0 1.45988 2.65273 1.59181 0.14012 0.709371 0.217183
33 3.25 0.999805 5.29488 1.97032 3.09616 0 0 1.69306 3.00669 2.17905 0.163732 0.483456 0.223112
34 3.35 1.05695 5.72511 1.53759 3.41735 0 0 2.08144 3.465 1.22012 0.177954 0.466153 0.228912
35 3.45 1.1298 6.20816 0.809665 3.60555 0 0 2.15219 3.96331 1.65835 0.198159 0.605395 0.236614
36 3.55 1.20811 6.75672 0.808696 3.81567 0 0 2.16989 4.48673 1.0104 0.211325 1.07624 0.250837
37 3.65 1.38613 7.42495 1.04825 4.09534 0 0 1.79321 4.94956 0.93545 0.223815 1.21664 0.269177
38 3.75 1.56198 8.21647 1.20806 4.43347 0 0 1.51234 5.36489 0.817515 0.23564 1.2255 0.287814
39 3.85 1.65305 9.09316 1.43381 4.84868 0 0 1.53575 5.80164 0.870111 0.249657 1.1338 0.306062
40 3.95 1.54446 9.95778 1.31707 5.24524 0 0 1.26002 6.17998 0.880144 0.26539 1.58455 0.331981
41 4.05 1.46091 10.8197 1.21399 5.62388 0 0 1.09576 6.52997 1.39848 0.290428 2.63621 0.375496
42 4.15 1.44599 11.6987 0.995262 5.94915 0 0 1.0873 6.89972 1.54041 0.318774 1.72952 0.406849
43 4.25 1.35007 12.5763 0.892003 6.26173 0 0 1.09133 7.28953 1.78913 0.352014 1.22818 0.430079
44 4.35 1.261 13.4394 0.96179 6.62117 0 0 1.15993 7.72312 1.18438 0.3748 1.3249 0.45542
45 4.45 1.25069 14.3291 1.05303 7.03945 0 0 1.27544 8.21732 1.45301 0.403797 1.33855 0.48211
