# Time-averaged data for fix 3
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11] c_myRDF[12] c_myRDF[13]
200 100
11 1.05 0 0 0 0 0 0 7.88861 0.999831 0 0 0 0
12 1.15 0 0 0 0 0 0 0.00608887 1 0 0 0 0
13 1.25 0 0 0 0 0 0 0 1 0 0 0 0
14 1.35 0.0933875 0.00661852 0 0 0 0 0 1 0 0 0 0
15 1.45 2.5239 0.21207 0 0 0 0 0 1 0 0 0 0
16 1.55 6.08928 0.782263 0 0 0 0 0.323489 1.01633 0 0 0 0
17 1.65 1.54683 0.947589 0 0 0 0 1.73687 1.11436 0 0 0 0
18 1.75 0.245274 0.977026 0 0 0 0 1.52678 1.21082 0 0 0.176876 0.000422781
19 1.85 0.403987 1.03111 0 0 0 0 1.4762 1.31525 0 0 8.95458 0.0245003
20 1.95 1.00338 1.17991 0 0 0 0 1.44526 1.42882 0 0 16.0743 0.072044
21 2.05 1.98281 1.50554 0 0 0 0 1.29894 1.54159 0 0 7.68729 0.0971838
22 2.15 1.87927 1.84363 0 0 0 0 0.822077 1.61976 0 0 4.4617 0.113208
23 2.25 1.51333 2.14222 0 0 0 0 0.43135 1.66481 0 0 0 0.113208
24 2.35 1.53804 2.47331 0 0 0 0 0.343564 1.7039 0.181433 0.000781481 0.032748 0.113344
25 2.45 1.46468 2.81597 0.0991851 0.0125157 0 0 0.316856 1.7432 1.72703 0.00888889 0.157615 0.114085
26 2.55 1.45995 3.18583 1.21025 0.176198 0 0 0.42224 1.80001 5.60886 0.0373019 0.206972 0.115133
27 2.65 1.38762 3.56541 2.90496 0.597708 0 0 0.48352 1.87016 3.58999 0.056887 0.272002 0.116621
28 2.75 1.43977 3.98936 2.97177 1.06168 0 0 0.683189 1.97709 1.46186 0.0655556 0.495507 0.119542
29 2.85 1.0857 4.33247 2.99655 1.56478 0 0 1.07734 2.15803 1.02671 0.0720778 0.197548 0.120797
30 2.95 1.01278 4.67576 2.74496 2.0563 0 0 1.35029 2.4011 1.02839 0.0790593 0.215 0.122254
31 3.05 1.00727 5.04088 2.08888 2.45764 0 0 1.78455 2.74433 0.922365 0.0857667 0.0833608 0.122862
32 3.15 0.955372 5.41063 1.47861 2.7602 0 0 1.91553 3.13698 0.985351 0.0933963 0.277175 0.125021
33 3.25 1.18089 5.89705 1.45081 3.07629 0 0 2.06981 3.58877 1.22837 0.103502 0.583865 0.12985
34 3.35 1.31089 6.47029 0.949737 3.2963 0 0 1.89654 4.02851 0.808099 0.110557 1.5664 0.143613
35 3.45 1.34557 7.09433 0.826688 3.49932 0 0 1.75712 4.46069 0.728645 0.117319 0.81414 0.151104
36 3.55 1.47847 7.82056 0.783583 3.70337 0 0 1.6502 4.89006 0.770051 0.12488 0.919681 0.160185
37 3.65 1.5114 8.60544 1.2319 4.04342 0 0 1.6673 5.34903 0.937948 0.134626 0.581851 0.166237
38 3.75 1.42924 9.38899 1.91755 4.60105 0 0 1.3889 5.75202 0.874903 0.144252 0.878551 0.17587
39 3.85 1.54901 10.2847 1.56615 5.07878 0 0 1.23179 6.12931 1.0621 0.156537 1.26807 0.190528
40 3.95 1.76411 11.3572 1.08728 5.42863 0 0 1.27336 6.54008 1.61615 0.176198 0.762382 0.199762
41 4.05 1.68147 12.4318 0.8619 5.71977 0 0 1.26922 6.97008 1.55413 0.19613 1.42673 0.218026
42 4.15 1.50801 13.4435 1.24003 6.16185 0 0 1.22739 7.40713 1.07349 0.210511 1.54786 0.238833
43 4.25 1.33832 14.3847 1.57574 6.75013 0 0 1.35945 7.91492 0.913664 0.223357 1.74251 0.263466
44 4.35 1.39827 15.416 1.59379 7.37261 0 0 1.2956 8.4207 1.18734 0.240896 1.29687 0.282537
45 4.45 1.46676 16.5484 1.37218 7.93374 0 0 1.23262 8.92526 1.07171 0.257419 1.45735 0.30501
46 4.55 1.40252 17.6795 1.53497 8.59001 0 0 1.35188 9.50372 1.2421 0.277465 1.29096 0.32587
47 4.65 1.29783 18.7727 1.3936 9.21095 0 0 1.51568 10.1814 1.02874 0.294743 1.97133 0.359151
48 4.75 1.23017 19.8535 1.34197 9.83701 0 0 1.4975 10.8789 0.718578 0.307369 1.62675 0.387746
49 4.85 1.20669 20.9593 1.33257 10.4835 0 0 1.33467 11.5271 0.687066 0.320006 1.46077 0.414612
50 4.95 1.21214 22.1166 1.20975 11.0951 0 0 1.21947 12.1441 1.13947 0.341859 0.801885 0.429713
51 5.05 1.28559 23.3949 1.37357 11.8195 0 0 1.23659 12.7958 1.026 0.362169 0.394581 0.437477
52 5.15 1.29361 24.7322 1.34851 12.5577 0 0 1.28903 13.5022 0.982202 0.3825 0.321913 0.444165
53 5.25 1.32151 26.1523 1.22201 13.2523 0 0 1.20323 14.187 0.866702 0.401126 0.466053 0.454252
54 5.35 1.30048 27.6028 1.12405 13.9161 0 0 1.22201 14.9099 0.820343 0.419424 0.790162 0.471908
55 5.45 1.21848 29.0115 0.999246 14.5285 0.905565 0.0209259 1.28565 15.699 0.829441 0.438644 1.11575 0.49775
56 5.55 1.12478 30.3607 1.07519 15.2134 4.05571 0.117222 1.22177 16.4763 1.07226 0.464398 0.946361 0.520426
57 5.65 1.07367 31.6963 1.07591 15.9219 12.9935 0.437222 1.15031 17.2348 1.13365 0.49262 0.721741 0.538466
58 5.75 1.12097 33.1402 0.965128 16.5799 13.7953 0.785741 1.10276 17.9876 0.648134 0.509196 0.637477 0.554797
59 5.85 1.11363 34.625 0.999113 17.2861 6.04826 0.942593 1.02525 18.7122 0.306062 0.517309 0.222052 0.560597
60 5.95 1.13848 36.1965 1.00654 18.0222 2.02336 0.995556 1.00905 19.4506 0.140556 0.521154 0.124631 0.564025
61 6.05 1.18306 37.8845 1.15394 18.8959 0.166302 1 1.00612 20.2115 0.234542 0.527872 0.136034 0.567914
62 6.15 1.13384 39.5548 1.37084 19.968 0 1 1.06835 21.0468 0.554278 0.544335 0.422379 0.580517
63 6.25 1.05396 41.1588 1.13881 20.883 0 1 1.09112 21.9276 1.12892 0.578939 1.43284 0.624556
64 6.35 1.05426 42.8154 0.949624 21.6726 0 1 1.04433 22.7969 1.19613 0.616463 1.48872 0.67124
65 6.45 1.08584 44.5755 0.8963 22.4421 0 1 0.988138 23.6455 0.95036 0.647254 0.804291 0.696995
66 6.55 1.02011 46.2807 0.923215 23.2603 0 1 0.960543 24.4971 0.822059 0.674706 0.829065 0.724867
67 6.65 0.972567 47.9559 0.971825 24.1482 0 1 1.04123 25.4492 0.803509 0.702444 0.918957 0.7566
68 6.75 0.965842 49.6712 0.949747 25.0412 0 1 1.08213 26.4683 0.927056 0.735472 1.23057 0.800339
69 6.85 1.00244 51.5048 0.959854 25.9715 0 1 1.09089 27.5264 1.0388 0.773583 1.18194 0.843567
70 6.95 1.02356 53.431 1.02057 26.9895 0 1 1.08045 28.6048 1.05181 0.813213 1.01816 0.881834
71 7.05 1.01838 55.4036 1.06866 28.0864 0 1 1.05414 29.6863 1.45854 0.869848 1.50656 0.940486
72 7.15 1.02767 57.4511 1.16237 29.3158 0 1 1.04265 30.7872 1.67209 0.936426 1.08772 0.983613
73 7.25 1.02351 59.5471 1.25178 30.675 0 1 1.00339 31.8764 1.31725 0.990187 0.858009 1.01869
74 7.35 1.03306 61.722 1.10586 31.9054 0 1 0.96218 32.9499 1.0097 1.03262 0.746423 1.05003
75 7.45 1.0343 63.9596 0.961631 33.0059 0 1 0.956074 34.0461 0.980097 1.07514 1.00467 1.09371
76 7.55 1.00821 66.1981 1.00814 34.1944 0 1 0.905522 35.1118 1.08075 1.12319 1.29574 1.15149
77 7.65 0.985203 68.4448 1.04258 35.4544 0 1 0.939634 36.2487 1.1847 1.17718 1.70247 1.22939
78 7.75 0.943515 70.652 0.972973 36.6589 0 1 0.975893 37.4604 1.2092 1.23388 1.27998 1.28887
79 7.85 0.962097 72.9622 0.897182 37.7997 0 1 0.997222 38.7303 1.12906 1.28808 1.253 1.34927
80 7.95 0.967527 75.3452 0.962264 39.0575 0 1 1.00145 40.0384 1.17295 1.34594 1.43081 1.41991
81 8.05 0.990551 77.8471 0.943849 40.3181 0 1 1.01874 41.4027 1.22885 1.40809 1.28217 1.48428
82 8.15 1.00524 80.4494 0.845271 41.4755 0 1 1.02728 42.8123 1.32862 1.47698 0.422503 1.50574
83 8.25 0.956914 82.9865 0.853584 42.6762 0 1 0.981905 44.1921 1.27795 1.54466 0.318691 1.52266
84 8.35 0.911992 85.4632 0.906602 43.9825 0 1 0.962229 45.5781 1.17466 1.60843 0.443633 1.54685
85 8.45 0.899039 87.965 0.954707 45.39 0 1 0.990565 47.0405 1.06155 1.66747 0.849647 1.59463
86 8.55 0.941216 90.6469 1.06823 47.0051 0 1 1.00893 48.5645 1.25421 1.73918 1.88303 1.70273
87 8.65 0.984147 93.5182 1.09855 48.7029 0 1 0.978985 50.0777 1.28065 1.8139 2.23434 1.83318
88 8.75 1.0008 96.5043 1.02927 50.3279 0 1 0.974307 51.6186 1.16482 1.88321 2.05919 1.9559
89 8.85 0.96274 99.4407 1.03561 52.0031 0 1 0.96567 53.1811 0.972929 1.94245 1.56891 2.05133
90 8.95 0.911277 102.283 0.972695 53.6101 0 1 0.933804 54.7254 0.93205 2.00062 1.18637 2.12499
91 9.05 0.889041 105.12 0.940428 55.1995 0 1 0.904028 56.2544 0.819691 2.05296 1.11072 2.19595
92 9.15 0.906477 108.08 0.960671 56.8611 0 1 0.917571 57.8419 0.990113 2.11789 0.947573 2.25773
93 9.25 0.918358 111.142 0.984217 58.5998 0 1 0.948585 59.5198 1.45006 2.21506 0.599656 2.29728
94 9.35 0.895864 114.192 0.952705 60.3196 0 1 0.91722 61.1756 1.48024 2.3159 0.579735 2.33675
95 9.45 0.893217 117.301 0.930432 62.0349 0 1 0.878844 62.7961 1.24819 2.40247 0.704739 2.38606
96 9.55 0.898202 120.495 0.883314 63.6959 0 1 0.854524 64.4056 1.30735 2.49552 0.570176 2.42636
97 9.65 0.903853 123.775 0.848647 65.3266 0 1 0.845583 66.0321 1.22249 2.58422 0.471409 2.46049
98 9.75 0.908727 127.142 0.85224 66.9996 0 1 0.850242 67.7028 1.0255 2.66008 0.502085 2.49784
99 9.85 0.906726 130.57 0.845468 68.6925 0 1 0.87219 69.4519 0.935324 2.73075 0.6675 2.54853
100 9.95 0.883208 133.974 0.801041 70.3292 0 1 0.893901 71.2816 0.843147 2.79572 0.975118 2.62426
1800 100
1 0.05 0 0 0 0 0 0 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0 0.567689 0.00809074 0 0 0 0
10 0.95 0 0 0 0 0 0 49.2179 0.886493 0 0 0 0
11 1.05 0 0 0 0 0 0 5.11331 0.999883 0 0 0 0
12 1.15 0 0 0 0 0 0 0.00446024 1 0 0 0 0
13 1.25 0.000391561 2.22222e-05 0 0 0 0 0 1 0 0 0 0
14 1.35 0.0686343 0.00472222 0 0 0 0 0 1 0 0 0 0
15 1.45 3.69239 0.292244 0 0 0 0 0 1 0 0 0 0
16 1.55 6.06025 0.837674 0 0 0 0 0.0829823 1.00412 0 0 0 0
17 1.65 0.984322 0.938507 0 0 0 0 0.89762 1.05334 0 0 0.0162821 3.49406e-05
18 1.75 0.109816 0.951215 0 0 0 0 1.91883 1.16978 0 0 2.04118 0.00491614
19 1.85 0.342327 0.995296 0 0 0 0 1.60347 1.27818 0 0 9.79973 0.030559
20 1.95 0.989166 1.13654 0 0 0 0 1.57395 1.39711 0 0 18.0537 0.0814396
21 2.05 1.53831 1.37943 0 0 0 0 1.25916 1.50163 0 0 8.29907 0.10724
22 2.15 2.17641 1.75491 0 0 0 0 0.971915 1.59013 0 0 1.89856 0.113686
23 2.25 1.71532 2.07958 0 0 0 0 0.490465 1.63913 0 0 0.175131 0.114357
24 2.35 1.54143 2.39764 0 0 0 0 0.398648 1.68259 0.0768666 0.000312963 0.2706 0.115475
25 2.45 1.40098 2.71147 0 0 0 0 0.349033 1.72401 2.12809 0.00992037 0.302146 0.116845
26 2.55 1.21743 3.00717 0.250101 0.0330049 0 0 0.395125 1.77498 7.20202 0.045037 0.329609 0.118452
27 2.65 1.37394 3.36757 2.46898 0.378938 0 0 0.494843 1.84409 4.0639 0.066287 0.284194 0.119916
28 2.75 1.55638 3.80703 3.92469 0.966527 0 0 0.714341 1.95135 1.20284 0.0730296 0.200286 0.121031
29 2.85 1.4259 4.23956 2.7677 1.41194 0 0 1.05742 2.12179 0.540716 0.0763185 0.0648217 0.121433
30 2.95 1.21223 4.63321 3.28304 1.97667 0 0 1.25831 2.33913 0.50041 0.0795852 0.134462 0.122292
31 3.05 1.00048 4.9813 2.23042 2.38758 0 0 1.51102 2.61819 0.702409 0.0844852 0.00572008 0.122334
32 3.15 1.02525 5.36214 1.65224 2.70952 0 0 1.93081 2.99815 0.902308 0.0911944 0.0889126 0.122991
33 3.25 1.13178 5.80881 1.20981 2.96198 0 0 2.12393 3.44246 1.10173 0.099863 0.309284 0.125472
34 3.35 1.1799 6.30387 0.972745 3.17791 0 0 2.03447 3.89476 0.759442 0.106191 0.692179 0.131282
35 3.45 1.33691 6.89874 0.8497 3.37794 0 0 1.73912 4.30476 0.72716 0.112622 1.11301 0.141164
36 3.55 1.55252 7.63001 0.842563 3.58818 0 0 1.67333 4.7228 0.529599 0.117602 0.631876 0.147072
37 3.65 1.4957 8.37419 0.858211 3.81546 0 0 1.65185 5.1583 0.592405 0.123491 0.191099 0.148983
38 3.75 1.34584 9.08144 1.40487 4.20734 0 0 1.61975 5.60951 0.906477 0.133081 0.704247 0.156419
39 3.85 1.45058 9.88601 1.82216 4.7416 0 0 1.39377 6.01807 1.02105 0.144426 1.22271 0.169969
40 3.95 1.57889 10.8075 1.64703 5.25013 0 0 1.19236 6.38675 0.961329 0.155591 1.47559 0.18732
41 4.05 1.68633 11.841 1.23509 5.65129 0 0 1.21741 6.78242 1.04405 0.168304 1.60167 0.206908
42 4.15 1.61847 12.8812 1.14628 6.04371 0 0 1.24889 7.20926 0.942913 0.180459 1.61894 0.2276
43 4.25 1.53255 13.9149 1.41148 6.54846 0 0 1.29392 7.67231 1.33885 0.198541 0.631393 0.236157
44 4.35 1.42485 14.9233 1.44201 7.08886 0 0 1.29254 8.15579 1.06729 0.213694 0.607305 0.244724
45 4.45 1.4952 16.0297 1.46364 7.66184 0 0 1.23896 8.6421 1.28135 0.232754 1.94741 0.273637
46 4.55 1.43298 17.1375 1.4101 8.2399 0 0 1.26753 9.16284 1.22927 0.251672 1.62535 0.298753
47 4.65 1.36088 18.236 1.5226 8.89117 0 0 1.407 9.76564 1.16541 0.270376 1.64635 0.325549
48 4.75 1.2577 19.2958 1.36778 9.50125 0 0 1.4851 10.4289 1.06094 0.288261 1.78955 0.355517
49 4.85 1.23282 20.3787 1.2687 10.0927 0 0 1.47143 11.1135 0.705139 0.300689 0.793882 0.369371
50 4.95 1.23036 21.5064 1.33233 10.7384 0 0 1.37124 11.7791 0.736259 0.314244 1.11917 0.389972
51 5.05 1.27686 22.7239 1.31309 11.4017 0 0 1.3085 12.4406 0.950694 0.332348 1.45794 0.417635
52 5.15 1.29202 24.004 1.22354 12.0442 0 0 1.28232 13.1137 1.25758 0.357174 0.639495 0.430304
53 5.25 1.24514 25.2868 1.3357 12.7727 0 0 1.21722 13.7783 0.720736 0.372026 0.408143 0.438798
54 5.35 1.24143 26.6132 1.20259 13.4519 0 0 1.23127 14.4767 0.906889 0.391454 0.632978 0.452481
55 5.45 1.23624 27.9853 1.00668 14.0432 0.251115 0.00574074 1.22197 15.1955 0.872762 0.41087 0.843725 0.471188
56 5.55 1.2655 29.4403 0.974919 14.6386 1.0883 0.0309259 1.17186 15.9101 1.09211 0.436009 0.932559 0.49247
57 5.65 1.15646 30.8191 1.09361 15.3303 2.54586 0.0907407 1.13827 16.6297 1.04009 0.46087 0.61432 0.507037
58 5.75 1.16057 32.252 1.10068 16.0502 6.87201 0.26 1.18208 17.404 1.02066 0.486069 0.517913 0.519944
59 5.85 1.15188 33.7244 1.01088 16.7341 11.6059 0.549074 1.11341 18.1586 0.819866 0.506952 0.757725 0.539315
60 5.95 1.12929 35.2189 0.984263 17.4237 8.0255 0.757222 1.06701 18.9068 0.336234 0.515826 0.686715 0.557365
61 6.05 1.13993 36.7793 0.97359 18.1308 8.67794 0.988889 1.01227 19.6407 0.278707 0.523546 0.172731 0.562103
62 6.15 1.12623 38.3706 1.14992 18.9941 0.411568 1 1.00373 20.3937 0.410758 0.535302 0.156909 0.566555
63 6.25 1.05948 39.9165 1.30893 20.0057 0 1 1.07058 21.2225 0.651307 0.554443 0.358298 0.577338
64 6.35 1.06062 41.5154 1.23089 20.985 0 1 1.09646 22.0979 0.894641 0.581324 1.00483 0.608138
65 6.45 1.08894 43.2086 0.981517 21.7922 0 1 1.07569 22.9835 0.86046 0.607948 1.76398 0.662687
66 6.55 1.10186 44.9723 0.929203 22.5822 0 1 1.02423 23.8542 0.738138 0.63157 1.14051 0.698948
67 6.65 0.990541 46.6078 0.942738 23.409 0 1 1.01291 24.7415 0.693265 0.654461 0.775741 0.72492
68 6.75 0.95271 48.2299 1.002 24.3123 0 1 0.974419 25.6201 0.69941 0.678252 1.03726 0.760549
69 6.85 1.00303 49.9906 0.968023 25.213 0 1 0.977736 26.5298 0.823893 0.707215 1.4097 0.809532
70 6.95 1.03678 51.8621 1.00524 26.1738 0 1 1.04015 27.5266 0.821274 0.737143 0.922274 0.84283
71 7.05 1.04365 53.8007 1.02881 27.1861 0 1 1.10955 28.6197 1.30674 0.786069 1.17461 0.886716
72 7.15 1.02825 55.7642 1.05096 28.2505 0 1 1.14651 29.7795 1.7678 0.853754 1.10549 0.92877
73 7.25 1.01103 57.7489 1.06869 29.3651 0 1 1.04995 30.872 1.83353 0.925428 0.883889 0.963358
74 7.35 1.00164 59.7703 1.15556 30.5996 0 1 1.01449 31.957 1.38676 0.981161 1.27644 1.01502
75 7.45 1.01691 61.8793 1.11566 31.8209 0 1 0.960942 33.0123 1.04797 1.02479 0.964026 1.05508
76 7.55 0.997319 64.0032 0.979151 32.9245 0 1 0.924546 34.0563 1.07793 1.07094 0.981835 1.09715
77 7.65 0.995672 66.1797 0.924596 33.9973 0 1 0.929222 35.1344 1.26647 1.12642 1.11961 1.14632
78 7.75 1.0026 68.429 1.00879 35.1983 0 1 0.974407 36.2945 1.32462 1.18579 1.47126 1.21236
79 7.85 0.997389 70.7259 1.05263 36.4802 0 1 0.959743 37.4664 0.991147 1.23133 1.6329 1.28723
80 7.95 1.0081 73.1065 0.955757 37.6774 0 1 0.983349 38.698 1.04121 1.28035 1.1338 1.34112
81 8.05 0.996259 75.5172 0.960287 38.9107 0 1 0.999246 39.9819 0.945124 1.32625 1.29327 1.40368
82 8.15 0.962911 77.9071 0.988405 40.2067 0 1 1.01701 41.3205 1.19196 1.38575 1.23618 1.46423
83 8.25 0.975145 80.3861 0.900863 41.4203 0 1 1.03923 42.721 1.4135 1.45784 0.565541 1.49268
84 8.35 0.919823 82.7811 0.865758 42.6194 0 1 0.991315 44.089 1.35704 1.52819 0.491846 1.51868
85 8.45 0.905471 85.1961 0.954892 43.97 0 1 0.947573 45.4288 1.14441 1.58928 0.727269 1.55798
86 8.55 0.902162 87.6623 0.964703 45.364 0 1 0.968022 46.8307 1.22064 1.65626 0.887651 1.60719
87 8.65 0.946894 90.3091 0.973252 46.8074 0 1 0.967589 48.2648 1.37918 1.73353 1.55522 1.69462
88 8.75 0.941124 93.0015 0.995116 48.3183 0 1 0.960955 49.7223 1.2357 1.8043 1.79624 1.79759
89 8.85 0.965419 95.8261 1.11027 50.0379 0 1 0.974316 51.2336 1.29919 1.8799 1.91843 1.90931
90 8.95 0.972233 98.733 1.01292 51.6429 0 1 0.955316 52.7495 1.00262 1.93967 1.61311 2.00564
91 9.05 0.950243 101.64 1.00016 53.2636 0 1 0.967891 54.3194 0.929742 1.99651 1.57472 2.10163
92 9.15 0.907371 104.479 0.965149 54.863 0 1 0.943693 55.8847 0.795496 2.0465 1.09928 2.17029
93 9.25 0.879778 107.29 0.945889 56.4636 0 1 0.94483 57.4856 0.887668 2.10347 0.825548 2.22276
94 9.35 0.869605 110.13 0.932923 58.0751 0 1 0.915868 59.0704 1.14611 2.17864 0.84804 2.27787
95 9.45 0.880415 113.068 0.880187 59.6322 0 1 0.88841 60.6416 1.36965 2.27014 0.773275 2.32958
96 9.55 0.880483 116.069 0.90667 61.2697 0 1 0.882381 62.2349 1.32324 2.36008 0.580229 2.36901
97 9.65 0.897378 119.192 0.932285 62.9864 0 1 0.871377 63.8418 1.23016 2.44542 0.612807 2.41133
98 9.75 0.906665 122.414 0.901297 64.6822 0 1 0.86377 65.468 1.1298 2.52566 0.513533 2.4479
99 9.85 0.920978 125.754 0.865027 66.3446 0 1 0.845561 67.0938 1.04745 2.60164 0.458881 2.48137
100 9.95 0.921855 129.165 0.851811 68.0101 0 1 0.842609 68.7471 0.994335 2.67509 0.632352 2.52861
2000 100
1 0.05 0 0 0 0 0 0 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0 0.407911 0.00575926 0 0 0 0
10 0.95 0 0 0 0 0 0 47.526 0.859019 0 0 0 0
11 1.05 0 0 0 0 0 0 6.29105 0.999891 0 0 0 0
12 1.15 0 0 0 0 0 0 0.00416441 1 0 0 0 0
13 1.25 0 0 0 0 0 0 0 1 0 0 0 0
14 1.35 0.0675657 0.00465926 0 0 0 0 0 1 0 0 0 0
15 1.45 2.99274 0.238856 0 0 0 0 0 1 0 0 0 0
16 1.55 6.50539 0.827993 0 0 0 0 0.113675 1.00568 0 0 0.730042 0.00125786
17 1.65 1.07391 0.938963 0 0 0 0 1.07315 1.06539 0 0 6.88638 0.0152341
18 1.75 0.0812783 0.9485 0 0 0 0 1.71399 1.17036 0 0 15.6743 0.0512229
19 1.85 0.357346 0.995385 0 0 0 0 1.6118 1.28019 0 0 16.6223 0.0942977
20 1.95 0.793215 1.11002 0 0 0 0 1.77869 1.41505 0 0 5.35118 0.10957
21 2.05 1.7847 1.39425 0 0 0 0 1.30207 1.5239 0 0 1.72028 0.115066
22 2.15 2.0486 1.75179 0 0 0 0 0.911312 1.60696 0 0 0.437069 0.116572
23 2.25 2.05512 2.14197 0 0 0 0 0.422174 1.64928 0.0112942 4.07407e-05 0.270994 0.11761
24 2.35 1.7359 2.50096 0 0 0 0 0.28406 1.68058 0.137166 0.000596296 0.568852 0.119962
25 2.45 1.32761 2.80104 0.00708138 0.000810622 0 0 0.272424 1.71326 3.86981 0.0180593 0.199085 0.120894
26 2.55 1.18009 3.08992 0.378223 0.0507547 0 0 0.323248 1.75558 6.49665 0.0498796 0 0.120894
27 2.65 1.26103 3.42336 2.47899 0.403152 0 0 0.507352 1.82728 3.99642 0.0710574 0.100066 0.121415
28 2.75 1.38922 3.81875 3.78319 0.973843 0 0 0.715834 1.93558 0.99301 0.0766593 0.0299259 0.121593
29 2.85 1.29062 4.21376 3.55924 1.54968 0 0 1.0415 2.10498 0.728848 0.081087 0.0702564 0.122034
30 2.95 1.18762 4.60337 3.34285 2.12755 0 0 1.33789 2.33781 0.902104 0.0869889 0.0411822 0.122292
31 3.05 1.17781 5.01594 2.28118 2.54874 0 0 1.80644 2.67419 0.704439 0.0919611 0.015697 0.122407
32 3.15 1.20247 5.46412 1.1378 2.77168 0 0 2.10052 3.08976 0.685519 0.0970963 0.0533619 0.122809
33 3.25 1.18931 5.93553 0.980743 2.97919 0 0 2.03267 3.51759 0.532571 0.101361 0.254251 0.124892
34 3.35 1.19351 6.44006 1.16875 3.23994 0 0 1.99011 3.9635 0.373512 0.104544 0.483522 0.129008
35 3.45 1.31428 7.02967 0.782144 3.42512 0 0 1.84762 4.40269 0.363986 0.107822 0.690279 0.13528
36 3.55 1.50011 7.74218 0.852004 3.63948 0 0 1.646 4.81656 0.376342 0.111404 0.778159 0.142631
37 3.65 1.53857 8.51317 0.890877 3.87734 0 0 1.66391 5.25794 0.651833 0.117974 0.610433 0.14863
38 3.75 1.51819 9.31571 1.25771 4.23212 0 0 1.51091 5.68193 0.834095 0.126917 0.419297 0.153124
39 3.85 1.54993 10.1815 1.53189 4.68687 0 0 1.31682 6.07149 1.18889 0.140248 1.2398 0.167023
40 3.95 1.56058 11.0988 1.75979 5.23477 0 0 1.30672 6.47828 1.00497 0.151957 1.53318 0.185182
41 4.05 1.59658 12.0847 1.61276 5.75957 0 0 1.36788 6.92495 0.78452 0.161559 1.12814 0.199224
42 4.15 1.52773 13.0756 1.37592 6.23073 0 0 1.32612 7.38074 0.955576 0.173954 1.09288 0.213288
43 4.25 1.58571 14.1536 1.34769 6.7183 0 0 1.24038 7.82748 1.20624 0.190385 0.85948 0.224902
44 4.35 1.53103 15.2437 1.50443 7.28617 0 0 1.20143 8.28094 1.5171 0.212165 0.585694 0.233281
45 4.45 1.43531 16.3121 1.46773 7.86305 0 0 1.29106 8.79242 1.45738 0.233887 1.09321 0.249878
46 4.55 1.33229 17.3493 1.24808 8.37953 0 0 1.34604 9.34875 1.10446 0.250887 1.56656 0.274689
47 4.65 1.26482 18.379 1.30645 8.9441 0 0 1.37316 9.94186 0.816625 0.264069 2.1904 0.310234
48 4.75 1.27729 19.4644 1.41621 9.58233 0 0 1.32321 10.5375 0.749413 0.276861 1.78468 0.340196
49 4.85 1.32574 20.6378 1.3516 10.2145 0 0 1.3654 11.1789 0.777387 0.290739 0.966031 0.35711
50 4.95 1.33901 21.8728 1.24454 10.8229 0 0 1.43353 11.8796 0.934352 0.308007 0.990103 0.37536
51 5.05 1.31297 23.1321 1.32188 11.4959 0 0 1.34196 12.5618 0.834796 0.324006 0.88784 0.392589
52 5.15 1.26385 24.3938 1.26933 12.1667 0 0 1.28322 13.2401 0.781474 0.339535 0.977342 0.41203
53 5.25 1.26099 25.701 1.26049 12.8594 0 0 1.18938 13.8936 0.715239 0.354469 0.946882 0.4316
54 5.35 1.2106 27.0042 1.16385 13.5219 0 0 1.20481 14.5823 0.802151 0.371854 1.07888 0.454853
55 5.45 1.18743 28.3324 1.04668 14.1392 0.443782 0.0101852 1.19705 15.2929 0.945501 0.393056 0.959307 0.476073
56 5.55 1.16465 29.6818 1.01168 14.7611 1.24747 0.0394444 1.15897 16.005 0.954741 0.415233 0.497007 0.487372
57 5.65 1.10842 31.0127 1.07758 15.4498 2.23334 0.0925926 1.15038 16.7378 0.983042 0.43885 0.302902 0.494686
58 5.75 1.11428 32.4008 1.08576 16.165 5.95837 0.241667 1.17523 17.5134 0.905538 0.461424 0.399764 0.504895
59 5.85 1.15867 33.8947 1.02136 16.8588 6.34113 0.403333 1.13837 18.2901 0.85953 0.483589 0.513563 0.518302
